onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	32	4	1	EM	2	0	scene	real	10	0	1	0	7	2	5	0.286	0.928	0.286	0
52	24	4	2	EM	2	0	scene	catch	6	1	0	0	3	2	1	0.667	0.796	0.4	0.5
76	34	4	3	EM	2	0	face	real	11	0	1	0	8	7	1	0.875	1.042	0.611	0.333
110	38	4	4	EM	2	0	face	real	13	0	1	0	10	10	0	1	0.919	0.75	0.25
148	36	4	5	EM	2	0	lexdec	real	12	0	0	0	9	9	0	1	1.025	0.811	0.25
184	26	4	6	EM	2	0	face	catch	7	0	1	0	4	2	2	0.5	0.803	0.78	0.2
210	16	4	7	EM	2	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0	0.78	0.2
226	44	4	8	EM	2	0	lexdec	real	16	0	0	0	13	8	5	0.615	0.963	0.741	0.2
270	42	4	9	EM	2	0	lexdec	real	15	0	0	0	12	7	5	0.583	0.818	0.712	0.2
312	40	4	10	EM	2	0	scene	real	14	0	1	0	11	6	5	0.545	0.865	0.688	0.167
352	52	4	11	EM	2	0	scene	real	20	0	1	0	17	7	10	0.412	1.044	0.638	0.143
404	48	4	12	EM	2	0	scene	real	18	0	1	0	15	7	8	0.467	0.952	0.615	0.125
452	54	4	13	EM	2	0	face	real	21	0	1	0	18	7	11	0.389	0.831	0.583	0.111
506	46	4	14	EM	2	0	face	real	17	0	1	0	14	8	6	0.571	1.149	0.582	0.1
552	50	4	15	EM	2	0	lexdec	real	19	0	0	0	16	11	5	0.688	0.795	0.592	0.1
