onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	36	1	1	WM	1	0	face	real	12	1	0	0	10	8	2	0.8	1.019	0.8	1
56	44	1	2	WM	1	0	face	real	16	0	1	0	14	10	4	0.714	0.947	0.75	0.5
100	28	1	3	WM	1	0	lexdec	catch	8	0	0	0	6	6	0	1	0.827	0.8	0.5
128	34	1	4	WM	1	0	lexdec	real	11	0	0	0	9	7	2	0.778	0.936	0.795	0.5
162	54	1	5	WM	1	0	lexdec	real	21	0	0	0	19	14	5	0.737	1.062	0.776	0.5
216	42	1	6	WM	1	0	face	real	15	1	0	1	13	8	5	0.615	0.943	0.746	0.667
258	52	1	7	WM	1	0	scene	real	20	1	0	2	18	11	7	0.611	0.853	0.719	0.75
310	38	1	8	WM	1	0	lexdec	real	13	0	0	0	11	9	2	0.818	0.861	0.73	0.75
348	48	1	9	WM	1	0	scene	real	18	0	1	0	16	8	8	0.5	0.889	0.698	0.6
396	32	1	10	WM	1	0	scene	real	10	1	0	2	8	4	4	0.5	0.76	0.685	0.667
428	46	1	11	WM	1	0	lexdec	real	17	0	0	0	15	9	6	0.6	1.063	0.676	0.667
474	18	1	12	WM	1	0	face	catch	3	0	1	0	1	1	0	1	0.825	0.679	0.571
492	20	1	13	WM	1	0	scene	catch	4	0	1	0	2	2	0	1	0.776	0.683	0.5
512	50	1	14	WM	1	0	face	real	19	1	0	2	17	9	8	0.529	0.825	0.667	0.556
562	40	1	15	WM	1	0	scene	real	14	0	1	0	12	9	3	0.75	1.041	0.673	0.5
