onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	22	6	1	EM	2	0	scene	catch	5	0	1	0	2	2	0	1	0.566	1	0
42	52	6	2	EM	2	0	face	real	20	0	1	0	17	10	7	0.588	0.756	0.632	0
94	46	6	3	EM	2	0	lexdec	real	17	0	0	0	14	5	9	0.357	0.738	0.515	0
140	14	6	4	EM	2	0	face	catch	1	0	1	0	0	0	0	NaN	1.304	0.515	0
154	40	6	5	EM	2	0	face	real	14	0	1	0	11	8	3	0.727	0.773	0.568	0
194	32	6	6	EM	2	0	face	real	10	0	1	0	7	2	5	0.286	0.689	0.529	0
226	48	6	7	EM	2	0	face	real	18	0	1	0	15	7	8	0.467	0.478	0.515	0
274	30	6	8	EM	2	0	lexdec	catch	9	0	0	0	6	5	1	0.833	0.707	0.542	0
304	42	6	9	EM	2	0	scene	real	15	0	1	0	12	7	5	0.583	0.935	0.548	0
346	50	6	10	EM	2	0	scene	real	19	0	1	0	16	7	9	0.438	0.555	0.53	0
396	34	6	11	EM	2	0	lexdec	real	11	0	0	0	8	5	3	0.625	0.841	0.537	0
430	44	6	12	EM	2	0	scene	real	16	0	1	0	13	6	7	0.462	0.643	0.529	0
474	38	6	13	EM	2	0	lexdec	real	13	0	0	0	10	6	4	0.6	0.678	0.534	0
512	36	6	14	EM	2	0	scene	real	12	1	0	0	9	7	2	0.778	0.779	0.55	0.1
548	54	6	15	EM	2	0	lexdec	real	21	0	0	0	18	11	7	0.611	0.653	0.557	0.1
