onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	34	2	1	EM	2	0	scene	real	11	0	1	0	8	3	5	0.375	0.838	0.375	0
54	20	2	2	EM	2	0	lexdec	catch	4	0	0	0	1	1	0	1	0.502	0.444	0
74	42	2	3	EM	2	0	face	real	15	1	0	0	12	9	3	0.75	1.148	0.619	0.5
116	52	2	4	EM	2	0	lexdec	real	20	0	0	0	17	10	7	0.588	0.914	0.605	0.5
168	48	2	5	EM	2	0	lexdec	real	18	0	0	0	15	8	7	0.533	0.901	0.585	0.5
216	40	2	6	EM	2	0	lexdec	real	14	0	0	0	11	10	1	0.909	1.01	0.641	0.5
256	46	2	7	EM	2	0	scene	real	17	0	1	0	14	12	2	0.857	1.227	0.679	0.333
302	32	2	8	EM	2	0	lexdec	real	10	0	0	0	7	2	5	0.286	0.685	0.647	0.333
334	54	2	9	EM	2	0	scene	real	21	0	1	0	18	11	7	0.611	0.746	0.641	0.25
388	28	2	10	EM	2	0	scene	catch	8	1	0	0	5	4	1	0.8	0.588	0.648	0.4
416	44	2	11	EM	2	0	face	real	16	0	1	0	13	13	0	1	0.952	0.686	0.333
460	18	2	12	EM	2	0	face	catch	3	0	1	0	0	0	0	NaN	0	0.686	0.286
478	36	2	13	EM	2	0	face	real	12	0	1	0	9	2	7	0.222	0.588	0.654	0.25
514	50	2	14	EM	2	0	face	real	19	0	1	0	16	13	3	0.812	1.043	0.671	0.222
564	38	2	15	EM	2	0	scene	real	13	0	1	0	10	9	1	0.9	0.947	0.686	0.2
