onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	44	3	1	WM	1	0	lexdec	real	16	0	0	0	14	6	8	0.429	0.635	0.429	0
64	48	3	2	WM	1	0	face	real	18	0	1	0	16	14	2	0.875	1.004	0.667	0
112	46	3	3	WM	1	0	scene	real	17	1	0	0	15	8	7	0.533	0.977	0.622	0.5
158	40	3	4	WM	1	0	face	real	14	1	0	0	12	8	4	0.667	0.965	0.632	0.667
198	30	3	5	WM	1	0	face	catch	9	1	0	0	7	4	3	0.571	0.561	0.625	0.75
228	54	3	6	WM	1	0	scene	real	21	0	1	1	19	12	7	0.632	0.9	0.627	0.6
282	36	3	7	WM	1	0	lexdec	real	12	0	0	0	10	5	5	0.5	1.004	0.613	0.6
318	42	3	8	WM	1	0	lexdec	real	15	0	0	0	13	11	2	0.846	1.088	0.642	0.6
360	32	3	9	WM	1	0	face	real	10	0	1	1	8	6	2	0.75	0.879	0.649	0.5
392	38	3	10	WM	1	0	scene	real	13	1	0	0	11	8	3	0.727	0.981	0.656	0.571
430	22	3	11	WM	1	0	scene	catch	5	0	1	0	3	2	1	0.667	0.839	0.656	0.5
452	52	3	12	WM	1	0	face	real	20	0	1	0	18	13	5	0.722	0.757	0.664	0.444
504	14	3	13	WM	1	0	lexdec	catch	1	0	0	0	0	0	0	NaN	0	0.664	0.444
518	34	3	14	WM	1	0	scene	real	11	0	1	0	9	7	2	0.778	0.754	0.671	0.4
552	50	3	15	WM	1	0	lexdec	real	19	0	0	0	17	12	5	0.706	0.748	0.674	0.4
