onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	42	4	1	WM	1	0	lexdec	real	15	0	0	0	13	11	2	0.846	1.068	0.846	0
62	36	4	2	WM	1	0	lexdec	real	12	0	0	0	10	9	1	0.9	1.06	0.87	0
98	40	4	3	WM	1	0	face	real	14	1	0	1	12	9	3	0.75	0.938	0.829	1
138	48	4	4	WM	1	0	face	real	18	1	0	2	16	10	6	0.625	1.125	0.765	1
186	52	4	5	WM	1	0	face	real	20	1	0	1	18	9	9	0.5	0.993	0.696	1
238	34	4	6	WM	1	0	scene	real	11	1	0	0	9	7	2	0.778	0.956	0.705	1
272	30	4	7	WM	1	0	face	catch	9	0	1	0	7	5	2	0.714	1.178	0.706	0.8
302	46	4	8	WM	1	0	scene	real	17	1	0	0	15	12	3	0.8	1.036	0.72	0.833
348	38	4	9	WM	1	0	scene	real	13	1	0	0	11	9	2	0.818	0.958	0.73	0.857
386	50	4	10	WM	1	0	lexdec	real	19	0	0	0	17	15	2	0.882	1.074	0.75	0.857
436	14	4	11	WM	1	0	scene	catch	1	1	0	0	0	0	0	NaN	0	0.75	0.875
450	22	4	12	WM	1	0	lexdec	catch	5	0	0	0	3	2	1	0.667	0.867	0.748	0.875
472	32	4	13	WM	1	0	face	real	10	1	0	0	8	5	3	0.625	1.027	0.741	0.889
504	44	4	14	WM	1	0	lexdec	real	16	0	0	0	14	12	2	0.857	1.018	0.752	0.889
548	54	4	15	WM	1	0	scene	real	21	1	0	0	19	16	3	0.842	1.082	0.762	0.9
