onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	54	1	1	EM	2	0	face	real	21	0	1	0	18	10	8	0.556	1.202	0.556	0
74	52	1	2	EM	2	0	scene	real	20	1	0	0	17	10	7	0.588	1.094	0.571	0.5
126	38	1	3	EM	2	0	face	real	13	1	0	0	10	8	2	0.8	1.022	0.622	0.667
164	48	1	4	EM	2	0	scene	real	18	1	0	0	15	8	7	0.533	1.029	0.6	0.75
212	40	1	5	EM	2	0	scene	real	14	1	0	0	11	9	2	0.818	0.964	0.634	0.8
252	50	1	6	EM	2	0	lexdec	real	19	0	0	0	16	8	8	0.5	1.056	0.609	0.8
302	26	1	7	EM	2	0	lexdec	catch	7	0	0	0	4	2	2	0.5	1.028	0.604	0.8
328	44	1	8	EM	2	0	lexdec	real	16	0	0	0	13	4	9	0.308	1.003	0.567	0.8
372	46	1	9	EM	2	0	face	real	17	1	0	0	14	11	3	0.786	1.199	0.593	0.833
418	36	1	10	EM	2	0	lexdec	real	12	0	0	0	9	4	5	0.444	1.168	0.583	0.833
454	16	1	11	EM	2	0	face	catch	2	1	0	0	0	0	0	NaN	0	0.583	0.857
470	24	1	12	EM	2	0	scene	catch	6	1	0	0	3	1	2	0.333	0.733	0.577	0.875
494	42	1	13	EM	2	0	lexdec	real	15	0	0	0	12	8	4	0.667	1.056	0.585	0.875
536	32	1	14	EM	2	0	scene	real	10	1	0	1	7	4	3	0.571	0.676	0.584	0.889
568	34	1	15	EM	2	0	face	real	11	1	0	0	8	6	2	0.75	0.968	0.592	0.9
