onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	44	3	1	EM	2	0	face	real	16	1	0	0	13	5	8	0.385	0.892	0.385	1
64	28	3	2	EM	2	0	lexdec	catch	8	0	0	0	5	3	2	0.6	0.815	0.444	1
92	42	3	3	EM	2	0	face	real	15	1	0	0	12	7	5	0.583	1.037	0.5	1
134	54	3	4	EM	2	0	scene	real	21	1	0	0	18	11	7	0.611	1.109	0.542	1
188	46	3	5	EM	2	0	scene	real	17	1	0	0	14	6	8	0.429	0.944	0.516	1
234	50	3	6	EM	2	0	face	real	19	1	0	0	16	9	7	0.562	1.015	0.526	1
284	48	3	7	EM	2	0	lexdec	real	18	0	0	0	15	8	7	0.533	1.179	0.527	1
332	18	3	8	EM	2	0	scene	catch	3	1	0	0	0	0	0	NaN	0	0.527	1
350	40	3	9	EM	2	0	lexdec	real	14	0	0	0	11	5	6	0.455	0.966	0.519	1
390	20	3	10	EM	2	0	face	catch	4	1	0	0	1	1	0	1	0.707	0.524	1
410	36	3	11	EM	2	0	face	real	12	1	0	0	9	7	2	0.778	0.886	0.544	1
446	52	3	12	EM	2	0	lexdec	real	20	0	0	0	17	14	3	0.824	1.054	0.58	1
498	32	3	13	EM	2	0	lexdec	real	10	0	0	0	7	5	2	0.714	0.901	0.587	1
530	34	3	14	EM	2	0	scene	real	11	1	0	0	8	3	5	0.375	0.937	0.575	1
564	38	3	15	EM	2	0	scene	real	13	1	0	0	10	8	2	0.8	1.077	0.59	1
