onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	30	2	1	WM	1	0	face	catch	9	0	1	0	7	7	0	1	0.752	1	0
50	34	2	2	WM	1	0	scene	real	11	1	0	0	9	9	0	1	0.7	1	0.5
84	42	2	3	WM	1	0	lexdec	real	15	0	0	0	13	7	6	0.538	0.649	0.793	0.5
126	50	2	4	WM	1	0	lexdec	real	19	0	0	0	17	11	6	0.647	0.809	0.739	0.5
176	44	2	5	WM	1	0	lexdec	real	16	0	0	0	14	11	3	0.786	0.818	0.75	0.5
220	48	2	6	WM	1	0	face	real	18	1	0	3	16	12	4	0.75	0.945	0.75	0.667
268	54	2	7	WM	1	0	scene	real	21	1	0	0	19	17	2	0.895	0.89	0.779	0.75
322	52	2	8	WM	1	0	face	real	20	1	0	0	18	15	3	0.833	0.819	0.788	0.8
374	46	2	9	WM	1	0	scene	real	17	1	0	0	15	10	5	0.667	0.972	0.773	0.833
420	32	2	10	WM	1	0	face	real	10	1	0	0	8	6	2	0.75	0.647	0.772	0.857
452	38	2	11	WM	1	0	scene	real	13	1	0	0	11	9	2	0.818	0.651	0.776	0.875
490	36	2	12	WM	1	0	lexdec	real	12	0	0	0	10	9	1	0.9	0.899	0.783	0.875
526	14	2	13	WM	1	0	lexdec	catch	1	0	0	0	0	0	0	NaN	0	0.783	0.875
540	40	2	14	WM	1	0	face	real	14	1	0	0	12	8	4	0.667	0.9	0.775	0.889
580	22	2	15	WM	1	0	scene	catch	5	0	1	0	3	2	1	0.667	0.76	0.773	0.8
