onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	16	3	1	EM	2	0	scene	catch	2	1	0	0	0	0	0	NaN	0	0	1
36	34	3	2	EM	2	0	face	real	11	0	1	0	8	5	3	0.625	1.04	0.625	0.5
70	42	3	3	EM	2	0	lexdec	real	15	0	0	0	12	10	2	0.833	1.026	0.75	0.5
112	40	3	4	EM	2	0	scene	real	14	0	1	0	11	11	0	1	0.969	0.839	0.333
152	32	3	5	EM	2	0	scene	real	10	1	0	0	7	5	2	0.714	0.895	0.816	0.5
184	26	3	6	EM	2	0	face	catch	7	0	1	0	4	4	0	1	0.758	0.833	0.4
210	50	3	7	EM	2	0	lexdec	real	19	0	0	0	16	16	0	1	0.922	0.879	0.4
260	54	3	8	EM	2	0	face	real	21	1	0	1	18	12	6	0.667	0.936	0.829	0.5
314	48	3	9	EM	2	0	scene	real	18	0	1	0	15	8	7	0.533	1.063	0.78	0.429
362	36	3	10	EM	2	0	lexdec	real	12	0	0	0	9	7	2	0.778	0.961	0.78	0.429
398	24	3	11	EM	2	0	lexdec	catch	6	0	0	0	3	3	0	1	0.715	0.786	0.429
422	46	3	12	EM	2	0	face	real	17	0	1	0	14	8	6	0.571	0.941	0.761	0.375
468	44	3	13	EM	2	0	lexdec	real	16	0	0	0	13	10	3	0.769	1.073	0.762	0.375
512	52	3	14	EM	2	0	scene	real	20	0	1	0	17	15	2	0.882	0.929	0.776	0.333
564	38	3	15	EM	2	0	face	real	13	1	0	0	10	7	3	0.7	0.913	0.771	0.4
