onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	36	5	1	EM	2	0	face	real	12	1	0	0	9	8	1	0.889	0.833	0.889	1
56	20	5	2	EM	2	0	lexdec	catch	4	0	0	0	1	1	0	1	0.458	0.9	1
76	44	5	3	EM	2	0	face	real	16	1	0	0	13	11	2	0.846	0.918	0.87	1
120	32	5	4	EM	2	0	lexdec	real	10	0	0	0	7	5	2	0.714	0.883	0.833	1
152	52	5	5	EM	2	0	lexdec	real	20	0	0	0	17	12	5	0.706	0.99	0.787	1
204	38	5	6	EM	2	0	scene	real	13	0	1	0	10	7	3	0.7	0.882	0.772	0.667
242	40	5	7	EM	2	0	lexdec	real	14	0	0	0	11	10	1	0.909	0.928	0.794	0.667
282	28	5	8	EM	2	0	scene	catch	8	0	1	0	5	5	0	1	0.841	0.808	0.5
310	54	5	9	EM	2	0	scene	real	21	0	1	0	18	13	5	0.722	0.99	0.791	0.4
364	48	5	10	EM	2	0	lexdec	real	18	0	0	0	15	14	1	0.933	0.824	0.811	0.4
412	46	5	11	EM	2	0	scene	real	17	0	1	0	14	14	0	1	0.97	0.833	0.333
458	50	5	12	EM	2	0	face	real	19	0	1	0	16	12	4	0.75	0.967	0.824	0.286
508	42	5	13	EM	2	0	face	real	15	1	0	0	12	9	3	0.75	0.984	0.818	0.375
550	34	5	14	EM	2	0	scene	real	11	0	1	0	8	6	2	0.75	0.922	0.814	0.333
584	18	5	15	EM	2	0	face	catch	3	1	0	0	0	0	0	NaN	0.335	0.814	0.4
