onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	44	4	1	WM	1	0	scene	real	16	1	0	0	14	12	2	0.857	1.043	0.857	1
64	46	4	2	WM	1	0	face	real	17	0	1	1	15	13	2	0.867	0.992	0.862	0.5
110	36	4	3	WM	1	0	scene	real	12	1	0	0	10	8	2	0.8	0.79	0.846	0.667
146	52	4	4	WM	1	0	lexdec	real	20	0	0	0	18	16	2	0.889	0.831	0.86	0.667
198	32	4	5	WM	1	0	lexdec	real	10	0	0	0	8	6	2	0.75	0.916	0.846	0.667
230	34	4	6	WM	1	0	face	real	11	1	0	0	9	8	1	0.889	0.964	0.851	0.75
264	54	4	7	WM	1	0	face	real	21	0	1	0	19	16	3	0.842	1.049	0.849	0.6
318	26	4	8	WM	1	0	face	catch	7	0	1	0	5	3	2	0.6	0.842	0.837	0.5
344	16	4	9	WM	1	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0.532	0.837	0.5
360	40	4	10	WM	1	0	lexdec	real	14	0	0	0	12	12	0	1	0.834	0.855	0.5
400	42	4	11	WM	1	0	scene	real	15	1	0	0	13	10	3	0.769	0.974	0.846	0.571
442	50	4	12	WM	1	0	scene	real	19	1	0	0	17	16	1	0.941	0.907	0.857	0.625
492	24	4	13	WM	1	0	scene	catch	6	1	0	0	4	4	0	1	0.833	0.861	0.667
516	48	4	14	WM	1	0	lexdec	real	18	0	0	0	16	14	2	0.875	0.884	0.863	0.667
564	38	4	15	WM	1	0	face	real	13	0	1	1	11	10	1	0.909	1.024	0.865	0.6
