onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	46	1	1	EM	2	0	lexdec	real	17	0	0	0	14	9	5	0.643	0.92	0.643	0
66	52	1	2	EM	2	0	face	real	20	1	0	0	17	12	5	0.706	0.984	0.677	1
118	30	1	3	EM	2	0	face	catch	9	0	1	0	6	6	0	1	0.875	0.73	0.5
148	44	1	4	EM	2	0	scene	real	16	0	1	0	13	4	9	0.308	1.118	0.62	0.333
192	54	1	5	EM	2	0	lexdec	real	21	0	0	0	18	15	3	0.833	1.06	0.676	0.333
246	34	1	6	EM	2	0	lexdec	real	11	0	0	0	8	5	3	0.625	0.909	0.671	0.333
280	40	1	7	EM	2	0	face	real	14	0	1	0	11	9	2	0.818	1.083	0.69	0.25
320	36	1	8	EM	2	0	scene	real	12	1	0	0	9	8	1	0.889	0.91	0.708	0.4
356	14	1	9	EM	2	0	scene	catch	1	1	0	0	0	0	0	NaN	1.646	0.708	0.5
370	42	1	10	EM	2	0	scene	real	15	0	1	0	12	8	4	0.667	1.07	0.704	0.429
412	32	1	11	EM	2	0	face	real	10	0	1	0	7	7	0	1	0.79	0.722	0.375
444	48	1	12	EM	2	0	face	real	18	0	1	0	15	14	1	0.933	0.894	0.746	0.333
492	50	1	13	EM	2	0	scene	real	19	1	0	0	16	11	5	0.688	1.099	0.74	0.4
542	38	1	14	EM	2	0	lexdec	real	13	0	0	0	10	9	1	0.9	0.827	0.75	0.4
580	22	1	15	EM	2	0	lexdec	catch	5	0	0	0	2	2	0	1	0.784	0.753	0.4
