filename	acq_time	block	cond
func/sub-12_task-wm_run-01_bold.nii.gz	09:43:9.357500	1	WM
func/sub-12_task-em_run-01_bold.nii.gz	09:53:49.892500	2	EM
func/sub-12_task-wm_run-02_bold.nii.gz	10:04:24.232500	3	WM
func/sub-12_task-em_run-02_bold.nii.gz	10:15:2.857500	4	EM
func/sub-12_task-wm_run-03_bold.nii.gz	10:25:43.807500	5	WM
func/sub-12_task-em_run-03_bold.nii.gz	10:36:18.777500	6	EM
anat/sub-12_T1w.nii.gz	09:25:39.177500	N/A	N/A
