filename	acq_time	block	cond
func/sub-07_task-em_run-01_bold.nii.gz	09:48:59.367500	1	EM
func/sub-07_task-wm_run-01_bold.nii.gz	09:59:30.902500	2	WM
func/sub-07_task-em_run-02_bold.nii.gz	10:10:4.977500	3	EM
func/sub-07_task-wm_run-02_bold.nii.gz	10:21:25.947500	4	WM
func/sub-07_task-em_run-03_bold.nii.gz	10:32:19.030000	5	EM
func/sub-07_task-wm_run-03_bold.nii.gz	10:43:54.535000	6	WM
anat/sub-07_T1w.nii.gz	09:34:0.145000	N/A	N/A
