onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	46	1	1	EM	2	0	lexdec	real	17	0	0	0	14	8	6	0.571	0.792	0.571	0
66	22	1	2	EM	2	0	face	catch	5	0	1	0	2	2	0	1	0.495	0.625	0
88	52	1	3	EM	2	0	face	real	20	1	0	0	17	11	6	0.647	0.888	0.636	0.5
140	50	1	4	EM	2	0	scene	real	19	1	0	0	16	11	5	0.688	0.783	0.653	0.667
190	44	1	5	EM	2	0	scene	real	16	1	0	0	13	10	3	0.769	0.726	0.677	0.75
234	36	1	6	EM	2	0	scene	real	12	0	1	0	9	3	6	0.333	0.795	0.634	0.6
270	40	1	7	EM	2	0	face	real	14	1	0	0	11	6	5	0.545	0.764	0.622	0.667
310	32	1	8	EM	2	0	face	real	10	0	1	0	7	3	4	0.429	0.75	0.607	0.571
342	54	1	9	EM	2	0	lexdec	real	21	0	0	0	18	10	8	0.556	0.791	0.598	0.571
396	38	1	10	EM	2	0	lexdec	real	13	0	0	0	10	6	4	0.6	0.755	0.598	0.571
434	30	1	11	EM	2	0	scene	catch	9	1	0	0	6	6	0	1	0.778	0.618	0.625
464	42	1	12	EM	2	0	scene	real	15	0	1	0	12	6	6	0.5	0.804	0.607	0.556
506	14	1	13	EM	2	0	lexdec	catch	1	0	0	0	0	0	0	NaN	0	0.607	0.556
520	48	1	14	EM	2	0	face	real	18	1	0	1	15	7	8	0.467	0.81	0.593	0.6
568	34	1	15	EM	2	0	lexdec	real	11	0	0	0	8	7	1	0.875	0.712	0.608	0.6
