onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	48	4	1	WM	1	0	lexdec	real	18	0	0	0	16	10	6	0.625	0.766	0.625	0
68	32	4	2	WM	1	0	lexdec	real	10	0	0	0	8	8	0	1	0.691	0.75	0
100	54	4	3	WM	1	0	face	real	21	1	0	0	19	12	7	0.632	0.87	0.698	1
154	44	4	4	WM	1	0	scene	real	16	1	0	0	14	12	2	0.857	0.831	0.737	1
198	52	4	5	WM	1	0	lexdec	real	20	0	0	0	18	14	4	0.778	0.812	0.747	1
250	46	4	6	WM	1	0	face	real	17	0	1	0	15	13	2	0.867	0.884	0.767	0.667
296	16	4	7	WM	1	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0.409	0.767	0.667
312	42	4	8	WM	1	0	scene	real	15	1	0	0	13	10	3	0.769	0.818	0.767	0.75
354	26	4	9	WM	1	0	face	catch	7	0	1	0	5	3	2	0.6	0.829	0.759	0.6
380	50	4	10	WM	1	0	scene	real	19	1	0	0	17	10	7	0.588	0.932	0.736	0.667
430	36	4	11	WM	1	0	scene	real	12	0	1	1	10	9	1	0.9	0.979	0.748	0.571
466	38	4	12	WM	1	0	face	real	13	1	0	0	11	8	3	0.727	0.848	0.747	0.625
504	34	4	13	WM	1	0	face	real	11	0	1	0	9	7	2	0.778	0.885	0.748	0.556
538	24	4	14	WM	1	0	scene	catch	6	1	0	0	4	3	1	0.75	0.554	0.748	0.6
562	40	4	15	WM	1	0	lexdec	real	14	0	0	0	12	9	3	0.75	0.805	0.749	0.6
