onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	52	2	1	EM	2	0	face	real	20	1	0	0	17	8	9	0.471	0.964	0.471	1
72	54	2	2	EM	2	0	lexdec	real	21	0	0	0	18	8	10	0.444	1.038	0.457	1
126	44	2	3	EM	2	0	scene	real	16	0	1	0	13	7	6	0.538	1.173	0.479	0.5
170	40	2	4	EM	2	0	face	real	14	0	1	0	11	5	6	0.455	0.824	0.475	0.333
210	34	2	5	EM	2	0	lexdec	real	11	0	0	0	8	5	3	0.625	1.024	0.493	0.333
244	14	2	6	EM	2	0	face	catch	1	1	0	0	0	0	0	NaN	0	0.493	0.5
258	48	2	7	EM	2	0	face	real	18	0	1	0	15	8	7	0.533	1.132	0.5	0.4
306	42	2	8	EM	2	0	scene	real	15	0	1	0	12	6	6	0.5	1.198	0.5	0.333
348	50	2	9	EM	2	0	scene	real	19	0	1	0	16	9	7	0.562	0.946	0.509	0.286
398	46	2	10	EM	2	0	lexdec	real	17	0	0	0	14	11	3	0.786	0.887	0.54	0.286
444	22	2	11	EM	2	0	lexdec	catch	5	0	0	0	2	2	0	1	0.728	0.548	0.286
466	36	2	12	EM	2	0	scene	real	12	0	1	1	9	4	5	0.444	0.821	0.541	0.25
502	38	2	13	EM	2	0	lexdec	real	13	0	0	0	10	5	5	0.5	0.726	0.538	0.25
540	32	2	14	EM	2	0	face	real	10	0	1	0	7	4	3	0.571	0.75	0.539	0.222
572	30	2	15	EM	2	0	scene	catch	9	0	1	0	6	4	2	0.667	0.902	0.544	0.2
