onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	54	5	1	EM	2	0	face	real	21	1	0	0	18	14	4	0.778	0.903	0.778	1
74	40	5	2	EM	2	0	lexdec	real	14	0	0	0	11	9	2	0.818	1.084	0.793	1
114	44	5	3	EM	2	0	scene	real	16	0	1	0	13	6	7	0.462	1.08	0.69	0.5
158	46	5	4	EM	2	0	face	real	17	1	0	0	14	9	5	0.643	1.197	0.679	0.667
204	38	5	5	EM	2	0	face	real	13	1	0	0	10	7	3	0.7	1.051	0.682	0.75
242	24	5	6	EM	2	0	scene	catch	6	0	1	0	3	2	1	0.667	0.794	0.681	0.6
266	42	5	7	EM	2	0	scene	real	15	1	0	0	12	6	6	0.5	0.987	0.654	0.667
308	16	5	8	EM	2	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0	0.654	0.667
324	32	5	9	EM	2	0	lexdec	real	10	0	0	0	7	6	1	0.857	1.005	0.67	0.667
356	48	5	10	EM	2	0	lexdec	real	18	0	0	0	15	11	4	0.733	1.195	0.68	0.667
404	52	5	11	EM	2	0	lexdec	real	20	0	0	0	17	14	3	0.824	1.127	0.7	0.667
456	36	5	12	EM	2	0	scene	real	12	0	1	0	9	4	5	0.444	0.816	0.682	0.571
492	34	5	13	EM	2	0	face	real	11	0	1	0	8	4	4	0.5	0.866	0.672	0.5
526	50	5	14	EM	2	0	scene	real	19	0	1	0	16	10	6	0.625	0.996	0.667	0.444
576	26	5	15	EM	2	0	face	catch	7	1	0	0	4	3	1	0.75	0.837	0.669	0.5
