onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	28	6	1	WM	1	0	lexdec	catch	8	0	0	0	6	4	2	0.667	0.865	0.667	0
48	36	6	2	WM	1	0	face	real	12	1	0	0	10	7	3	0.7	1.193	0.688	1
84	18	6	3	WM	1	0	scene	catch	3	1	0	0	1	0	1	0	0.633	0.647	1
102	20	6	4	WM	1	0	face	catch	4	1	0	0	2	2	0	1	0.478	0.684	1
122	54	6	5	WM	1	0	scene	real	21	1	0	0	19	12	7	0.632	1.021	0.658	1
176	52	6	6	WM	1	0	lexdec	real	20	0	0	0	18	17	1	0.944	1.083	0.75	1
228	46	6	7	WM	1	0	scene	real	17	1	0	0	15	12	3	0.8	1.209	0.761	1
274	38	6	8	WM	1	0	scene	real	13	0	1	0	11	10	1	0.909	1.066	0.78	0.833
312	32	6	9	WM	1	0	lexdec	real	10	0	0	0	8	7	1	0.875	1.249	0.789	0.833
344	50	6	10	WM	1	0	face	real	19	1	0	0	17	16	1	0.941	1.068	0.813	0.857
394	34	6	11	WM	1	0	scene	real	11	1	0	0	9	9	0	1	1.087	0.828	0.875
428	48	6	12	WM	1	0	lexdec	real	18	0	0	0	16	16	0	1	0.954	0.848	0.875
476	44	6	13	WM	1	0	face	real	16	1	0	0	14	11	3	0.786	1.165	0.842	0.889
520	40	6	14	WM	1	0	lexdec	real	14	0	0	0	12	9	3	0.75	1.054	0.835	0.889
560	42	6	15	WM	1	0	face	real	15	1	0	0	13	10	3	0.769	0.989	0.83	0.9
