onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	18	3	1	EM	2	0	face	catch	3	1	0	0	0	0	0	NaN	0.283	0	1
38	34	3	2	EM	2	0	lexdec	real	11	0	0	0	8	5	3	0.625	1.088	0.625	1
72	20	3	3	EM	2	0	lexdec	catch	4	0	0	0	1	1	0	1	0.654	0.667	1
92	36	3	4	EM	2	0	face	real	12	1	0	0	9	3	6	0.333	0.725	0.5	1
128	38	3	5	EM	2	0	lexdec	real	13	0	0	0	10	6	4	0.6	0.917	0.536	1
166	42	3	6	EM	2	0	face	real	15	1	0	0	12	6	6	0.5	1.031	0.525	1
208	28	3	7	EM	2	0	scene	catch	8	0	1	0	5	1	4	0.2	1.179	0.489	0.75
236	40	3	8	EM	2	0	scene	real	14	1	0	0	11	5	6	0.455	0.779	0.482	0.8
276	44	3	9	EM	2	0	face	real	16	1	0	0	13	9	4	0.692	1.008	0.522	0.833
320	50	3	10	EM	2	0	face	real	19	1	0	0	16	14	2	0.875	0.999	0.588	0.857
370	32	3	11	EM	2	0	scene	real	10	1	0	0	7	4	3	0.571	1.318	0.587	0.875
402	48	3	12	EM	2	0	scene	real	18	1	0	0	15	14	1	0.933	1.094	0.636	0.889
450	46	3	13	EM	2	0	lexdec	real	17	0	0	0	14	14	0	1	1.3	0.678	0.889
496	52	3	14	EM	2	0	scene	real	20	0	1	0	17	13	4	0.765	1.105	0.688	0.8
548	54	3	15	EM	2	0	lexdec	real	21	0	0	0	18	15	3	0.833	1.157	0.705	0.8
