onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	26	4	1	WM	1	0	scene	catch	7	1	0	0	5	5	0	1	0.853	1	1
46	16	4	2	WM	1	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0.52	1	1
62	24	4	3	WM	1	0	face	catch	6	1	0	0	4	4	0	1	0.709	1	1
86	54	4	4	WM	1	0	face	real	21	1	0	0	19	14	5	0.737	0.985	0.821	1
140	36	4	5	WM	1	0	lexdec	real	12	0	0	0	10	10	0	1	1.109	0.868	1
176	38	4	6	WM	1	0	face	real	13	1	0	0	11	7	4	0.636	1.103	0.816	1
214	50	4	7	WM	1	0	lexdec	real	19	0	0	0	17	15	2	0.882	0.941	0.833	1
264	40	4	8	WM	1	0	scene	real	14	1	0	0	12	11	1	0.917	1.067	0.846	1
304	34	4	9	WM	1	0	face	real	11	0	1	0	9	8	1	0.889	1.28	0.851	0.833
338	52	4	10	WM	1	0	scene	real	20	1	0	0	18	18	0	1	0.936	0.876	0.857
390	42	4	11	WM	1	0	lexdec	real	15	0	0	0	13	12	1	0.923	0.89	0.881	0.857
432	44	4	12	WM	1	0	lexdec	real	16	0	0	0	14	14	0	1	0.89	0.894	0.857
476	32	4	13	WM	1	0	scene	real	10	1	0	0	8	6	2	0.75	1.121	0.886	0.875
508	48	4	14	WM	1	0	scene	real	18	1	0	0	16	12	4	0.75	1.257	0.872	0.889
556	46	4	15	WM	1	0	face	real	17	1	0	1	15	11	4	0.733	1.13	0.86	0.9
