filename	acq_time	block	cond
func/sub-05_task-wm_run-01_bold.nii.gz	18:13:44.932500	1	WM
func/sub-05_task-em_run-01_bold.nii.gz	18:24:18.182500	2	EM
func/sub-05_task-wm_run-02_bold.nii.gz	18:35:57.425000	3	WM
func/sub-05_task-em_run-02_bold.nii.gz	18:47:0.035000	4	EM
func/sub-05_task-wm_run-03_bold.nii.gz	19:05:42.950000	5	WM
func/sub-05_task-em_run-03_bold.nii.gz	19:16:15.120000	6	EM
anat/sub-05_T1w.nii.gz	17:56:15.177500	N/A	N/A
