onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	54	5	1	WM	1	0	face	real	21	1	0	0	19	18	1	0.947	1.058	0.947	1
74	38	5	2	WM	1	0	face	real	13	0	1	0	11	9	2	0.818	1.053	0.9	0.5
112	44	5	3	WM	1	0	lexdec	real	16	0	0	0	14	11	3	0.786	1.005	0.864	0.5
156	40	5	4	WM	1	0	scene	real	14	1	0	0	12	12	0	1	0.908	0.893	0.667
196	42	5	5	WM	1	0	lexdec	real	15	0	0	0	13	13	0	1	0.914	0.913	0.667
238	32	5	6	WM	1	0	scene	real	10	1	0	0	8	7	1	0.875	0.913	0.909	0.75
270	52	5	7	WM	1	0	scene	real	20	1	0	0	18	17	1	0.944	0.98	0.916	0.8
322	26	5	8	WM	1	0	scene	catch	7	1	0	0	5	4	1	0.8	0.816	0.91	0.833
348	48	5	9	WM	1	0	scene	real	18	1	0	0	16	13	3	0.812	0.976	0.897	0.857
396	36	5	10	WM	1	0	lexdec	real	12	0	0	0	10	10	0	1	0.994	0.905	0.857
432	46	5	11	WM	1	0	face	real	17	1	0	0	15	15	0	1	1.155	0.915	0.875
478	34	5	12	WM	1	0	face	real	11	1	0	0	9	8	1	0.889	0.997	0.913	0.889
512	16	5	13	WM	1	0	face	catch	2	0	1	0	0	0	0	NaN	0.762	0.913	0.8
528	24	5	14	WM	1	0	lexdec	catch	6	0	0	0	4	3	1	0.75	0.748	0.909	0.8
552	50	5	15	WM	1	0	lexdec	real	19	0	0	0	17	17	0	1	0.973	0.918	0.8
