onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	44	3	1	WM	1	0	scene	real	16	1	0	0	14	11	3	0.786	1.053	0.786	1
64	36	3	2	WM	1	0	scene	real	12	0	1	0	10	9	1	0.9	1.174	0.833	0.5
100	40	3	3	WM	1	0	face	real	14	0	1	0	12	11	1	0.917	1.208	0.861	0.333
140	52	3	4	WM	1	0	face	real	20	1	0	0	18	17	1	0.944	1.161	0.889	0.5
192	46	3	5	WM	1	0	lexdec	real	17	0	0	0	15	14	1	0.933	1.04	0.899	0.5
238	34	3	6	WM	1	0	lexdec	real	11	0	0	0	9	9	0	1	1.059	0.91	0.5
272	14	3	7	WM	1	0	scene	catch	1	1	0	0	0	0	0	NaN	0	0.91	0.6
286	30	3	8	WM	1	0	face	catch	9	0	1	0	7	7	0	1	1.166	0.918	0.5
316	42	3	9	WM	1	0	scene	real	15	1	0	0	13	13	0	1	1.013	0.929	0.571
358	38	3	10	WM	1	0	lexdec	real	13	0	0	0	11	9	2	0.818	1.094	0.917	0.571
396	48	3	11	WM	1	0	face	real	18	0	1	0	16	13	3	0.812	1.304	0.904	0.5
444	54	3	12	WM	1	0	lexdec	real	21	0	0	0	19	17	2	0.895	0.901	0.903	0.5
498	32	3	13	WM	1	0	face	real	10	1	0	0	8	6	2	0.75	0.927	0.895	0.556
530	50	3	14	WM	1	0	scene	real	19	1	0	1	17	13	4	0.765	1.11	0.882	0.6
580	22	3	15	WM	1	0	lexdec	catch	5	0	0	0	3	3	0	1	0.967	0.884	0.6
