onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	34	6	1	EM	2	0	lexdec	real	11	0	0	0	8	8	0	1	0.768	1	0
54	54	6	2	EM	2	0	lexdec	real	21	0	0	0	18	15	3	0.833	0.905	0.885	0
108	50	6	3	EM	2	0	face	real	19	0	1	0	16	12	4	0.75	1.104	0.833	0
158	48	6	4	EM	2	0	scene	real	18	1	0	0	15	15	0	1	0.966	0.877	0.5
206	18	6	5	EM	2	0	scene	catch	3	0	1	0	0	0	0	NaN	0.392	0.877	0.333
224	40	6	6	EM	2	0	scene	real	14	1	0	0	11	9	2	0.818	0.943	0.868	0.5
264	36	6	7	EM	2	0	face	real	12	1	0	0	9	7	2	0.778	0.891	0.857	0.6
300	20	6	8	EM	2	0	face	catch	4	1	0	0	1	0	1	0	0.256	0.846	0.667
320	38	6	9	EM	2	0	lexdec	real	13	0	0	0	10	10	0	1	1.026	0.864	0.667
358	32	6	10	EM	2	0	scene	real	10	1	0	0	7	7	0	1	0.72	0.874	0.714
390	46	6	11	EM	2	0	lexdec	real	17	0	0	0	14	10	4	0.714	1.009	0.853	0.714
436	28	6	12	EM	2	0	lexdec	catch	8	0	0	0	5	5	0	1	0.71	0.86	0.714
464	42	6	13	EM	2	0	face	real	15	1	0	0	12	7	5	0.583	0.949	0.833	0.75
506	52	6	14	EM	2	0	scene	real	20	1	0	0	17	13	4	0.765	0.98	0.825	0.778
558	44	6	15	EM	2	0	face	real	16	0	1	0	13	12	1	0.923	1.071	0.833	0.7
