onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	34	2	1	EM	2	0	scene	real	11	1	0	0	8	8	0	1	0.903	1	1
54	40	2	2	EM	2	0	face	real	14	1	0	0	11	11	0	1	0.976	1	1
94	50	2	3	EM	2	0	lexdec	real	19	0	0	0	16	16	0	1	1.003	1	1
144	54	2	4	EM	2	0	scene	real	21	1	0	0	18	10	8	0.556	0.928	0.849	1
198	42	2	5	EM	2	0	lexdec	real	15	0	0	0	12	11	1	0.917	0.907	0.862	1
240	14	2	6	EM	2	0	face	catch	1	1	0	0	0	0	0	NaN	0	0.862	1
254	52	2	7	EM	2	0	face	real	20	0	1	0	17	17	0	1	1.083	0.89	0.8
306	30	2	8	EM	2	0	scene	catch	9	1	0	0	6	3	3	0.5	0.753	0.864	0.833
336	44	2	9	EM	2	0	lexdec	real	16	0	0	0	13	12	1	0.923	0.961	0.871	0.833
380	48	2	10	EM	2	0	face	real	18	1	0	0	15	11	4	0.733	1.066	0.853	0.857
428	38	2	11	EM	2	0	scene	real	13	1	0	0	10	9	1	0.9	0.95	0.857	0.875
466	32	2	12	EM	2	0	face	real	10	0	1	0	7	7	0	1	0.956	0.865	0.778
498	22	2	13	EM	2	0	lexdec	catch	5	0	0	0	2	2	0	1	0.57	0.867	0.778
520	36	2	14	EM	2	0	lexdec	real	12	0	0	0	9	6	3	0.667	0.873	0.854	0.778
556	46	2	15	EM	2	0	scene	real	17	1	0	0	14	13	1	0.929	0.966	0.861	0.8
