onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	36	4	1	EM	2	0	scene	real	12	1	0	0	9	6	3	0.667	0.796	0.667	1
56	54	4	2	EM	2	0	face	real	21	1	0	0	18	7	11	0.389	1.049	0.481	1
110	38	4	3	EM	2	0	face	real	13	0	1	0	10	10	0	1	0.964	0.622	0.667
148	34	4	4	EM	2	0	face	real	11	1	0	0	8	8	0	1	0.812	0.689	0.75
182	40	4	5	EM	2	0	lexdec	real	14	0	0	0	11	11	0	1	0.797	0.75	0.75
222	26	4	6	EM	2	0	face	catch	7	1	0	0	4	4	0	1	0.54	0.767	0.8
248	44	4	7	EM	2	0	scene	real	16	1	0	0	13	8	5	0.615	0.985	0.74	0.833
292	42	4	8	EM	2	0	scene	real	15	1	0	0	12	11	1	0.917	0.956	0.765	0.857
334	16	4	9	EM	2	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0	0.765	0.857
350	24	4	10	EM	2	0	scene	catch	6	1	0	0	3	2	1	0.667	0.531	0.761	0.875
374	48	4	11	EM	2	0	lexdec	real	18	0	0	0	15	14	1	0.933	0.845	0.786	0.875
422	50	4	12	EM	2	0	scene	real	19	1	0	0	16	14	2	0.875	0.95	0.798	0.889
472	52	4	13	EM	2	0	lexdec	real	20	0	0	0	17	14	3	0.824	0.953	0.801	0.889
524	32	4	14	EM	2	0	lexdec	real	10	0	0	0	7	7	0	1	0.848	0.811	0.889
556	46	4	15	EM	2	0	face	real	17	1	0	0	14	10	4	0.714	0.867	0.803	0.9
