onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	28	6	1	WM	1	0	scene	catch	8	1	0	0	6	5	1	0.833	0.911	0.833	1
48	34	6	2	WM	1	0	scene	real	11	1	0	0	9	8	1	0.889	1.065	0.867	1
82	38	6	3	WM	1	0	scene	real	13	1	0	0	11	8	3	0.727	1.034	0.808	1
120	50	6	4	WM	1	0	face	real	19	1	0	0	17	14	3	0.824	0.982	0.814	1
170	20	6	5	WM	1	0	lexdec	catch	4	0	0	0	2	2	0	1	0.707	0.822	1
190	46	6	6	WM	1	0	scene	real	17	0	1	0	15	14	1	0.933	0.911	0.85	0.8
236	44	6	7	WM	1	0	face	real	16	1	0	0	14	11	3	0.786	0.908	0.838	0.833
280	42	6	8	WM	1	0	face	real	15	1	0	0	13	10	3	0.769	0.886	0.828	0.857
322	52	6	9	WM	1	0	lexdec	real	20	0	0	0	18	17	1	0.944	0.904	0.848	0.857
374	36	6	10	WM	1	0	face	real	12	1	0	0	10	7	3	0.7	0.921	0.835	0.875
410	54	6	11	WM	1	0	scene	real	21	1	0	0	19	15	4	0.789	0.958	0.828	0.889
464	48	6	12	WM	1	0	lexdec	real	18	0	0	0	16	16	0	1	0.891	0.847	0.889
512	18	6	13	WM	1	0	face	catch	3	1	0	0	1	1	0	1	0.251	0.848	0.9
530	32	6	14	WM	1	0	lexdec	real	10	0	0	0	8	8	0	1	0.857	0.855	0.9
562	40	6	15	WM	1	0	lexdec	real	14	0	0	0	12	11	1	0.917	0.831	0.86	0.9
