onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	38	2	1	WM	1	0	face	real	13	1	0	0	11	8	3	0.727	0.926	0.727	1
58	36	2	2	WM	1	0	scene	real	12	1	0	0	10	9	1	0.9	0.772	0.81	1
94	40	2	3	WM	1	0	lexdec	real	14	0	0	0	12	11	1	0.917	1.054	0.848	1
134	48	2	4	WM	1	0	lexdec	real	18	0	0	0	16	16	0	1	0.797	0.898	1
182	44	2	5	WM	1	0	scene	real	16	1	0	0	14	14	0	1	0.972	0.921	1
226	50	2	6	WM	1	0	scene	real	19	1	0	0	17	15	2	0.882	1.039	0.912	1
276	16	2	7	WM	1	0	scene	catch	2	0	1	0	0	0	0	NaN	0.439	0.912	0.8
292	26	2	8	WM	1	0	lexdec	catch	7	0	0	0	5	5	0	1	0.715	0.918	0.8
318	46	2	9	WM	1	0	face	real	17	1	0	0	15	12	3	0.8	0.91	0.9	0.833
364	32	2	10	WM	1	0	lexdec	real	10	0	0	0	8	8	0	1	0.819	0.907	0.833
396	42	2	11	WM	1	0	scene	real	15	1	0	0	13	8	5	0.615	0.937	0.876	0.857
438	54	2	12	WM	1	0	face	real	21	0	1	0	19	15	4	0.789	1.028	0.864	0.75
492	34	2	13	WM	1	0	face	real	11	1	0	0	9	6	3	0.667	0.931	0.852	0.778
526	52	2	14	WM	1	0	lexdec	real	20	0	0	0	18	17	1	0.944	0.931	0.862	0.778
578	24	2	15	WM	1	0	face	catch	6	1	0	0	4	3	1	0.75	0.868	0.86	0.8
