onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	46	3	1	EM	2	0	face	real	17	1	0	0	14	8	6	0.571	0.889	0.571	1
66	32	3	2	EM	2	0	scene	real	10	1	0	0	7	6	1	0.857	0.823	0.667	1
98	24	3	3	EM	2	0	lexdec	catch	6	0	0	0	3	2	1	0.667	0.694	0.667	1
122	54	3	4	EM	2	0	face	real	21	1	0	0	18	18	0	1	0.927	0.81	1
176	40	3	5	EM	2	0	scene	real	14	0	1	0	11	4	7	0.364	0.873	0.717	0.75
216	52	3	6	EM	2	0	scene	real	20	1	0	0	17	13	4	0.765	0.909	0.729	0.8
268	34	3	7	EM	2	0	face	real	11	1	0	0	8	8	0	1	0.848	0.756	0.833
302	42	3	8	EM	2	0	lexdec	real	15	0	0	0	12	12	0	1	0.708	0.789	0.833
344	36	3	9	EM	2	0	lexdec	real	12	0	0	0	9	8	1	0.889	0.858	0.798	0.833
380	48	3	10	EM	2	0	scene	real	18	1	0	0	15	11	4	0.733	0.929	0.789	0.857
428	26	3	11	EM	2	0	face	catch	7	0	1	0	4	2	2	0.5	0.74	0.78	0.75
454	38	3	12	EM	2	0	face	real	13	1	0	0	10	10	0	1	0.626	0.797	0.778
492	50	3	13	EM	2	0	lexdec	real	19	0	0	0	16	15	1	0.938	0.79	0.812	0.778
542	44	3	14	EM	2	0	lexdec	real	16	0	0	0	13	11	2	0.846	0.849	0.815	0.778
586	16	3	15	EM	2	0	scene	catch	2	1	0	0	0	0	0	NaN	0	0.815	0.8
