onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	42	5	1	EM	2	0	scene	real	15	1	0	0	12	12	0	1	0.872	1	1
62	36	5	2	EM	2	0	scene	real	12	1	0	0	9	9	0	1	0.752	1	1
98	48	5	3	EM	2	0	face	real	18	0	1	0	15	7	8	0.467	0.979	0.778	0.667
146	44	5	4	EM	2	0	scene	real	16	1	0	0	13	13	0	1	0.865	0.837	0.75
190	14	5	5	EM	2	0	scene	catch	1	1	0	0	0	0	0	NaN	0	0.837	0.8
204	22	5	6	EM	2	0	lexdec	catch	5	0	0	0	2	2	0	1	0.511	0.843	0.8
226	40	5	7	EM	2	0	face	real	14	1	0	0	11	9	2	0.818	0.898	0.839	0.833
266	54	5	8	EM	2	0	lexdec	real	21	0	0	0	18	17	1	0.944	0.792	0.863	0.833
320	30	5	9	EM	2	0	face	catch	9	1	0	0	6	4	2	0.667	0.666	0.849	0.857
350	38	5	10	EM	2	0	lexdec	real	13	0	0	0	10	10	0	1	0.659	0.865	0.857
388	32	5	11	EM	2	0	face	real	10	1	0	0	7	6	1	0.857	0.729	0.864	0.875
420	46	5	12	EM	2	0	lexdec	real	17	0	0	0	14	12	2	0.857	0.807	0.863	0.875
466	52	5	13	EM	2	0	face	real	20	1	0	0	17	17	0	1	0.839	0.881	0.889
518	34	5	14	EM	2	0	lexdec	real	11	0	0	0	8	7	1	0.875	0.718	0.88	0.889
552	50	5	15	EM	2	0	scene	real	19	1	0	0	16	16	0	1	0.834	0.892	0.9
