onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	20	1	1	EM	2	0	scene	catch	4	1	0	0	1	1	0	1	0.443	1	1
40	46	1	2	EM	2	0	scene	real	17	1	0	0	14	13	1	0.929	0.912	0.933	1
86	52	1	3	EM	2	0	lexdec	real	20	0	0	0	17	15	2	0.882	0.91	0.906	1
138	28	1	4	EM	2	0	face	catch	8	1	0	0	5	5	0	1	0.555	0.919	1
166	42	1	5	EM	2	0	face	real	15	0	1	0	12	8	4	0.667	0.841	0.857	0.75
208	36	1	6	EM	2	0	face	real	12	1	0	0	9	9	0	1	0.766	0.879	0.8
244	40	1	7	EM	2	0	lexdec	real	14	0	0	0	11	11	0	1	0.692	0.899	0.8
284	32	1	8	EM	2	0	lexdec	real	10	0	0	0	7	7	0	1	0.72	0.908	0.8
316	54	1	9	EM	2	0	scene	real	21	1	0	0	18	16	2	0.889	0.802	0.904	0.833
370	18	1	10	EM	2	0	lexdec	catch	3	0	0	0	0	0	0	NaN	0.223	0.904	0.833
388	34	1	11	EM	2	0	scene	real	11	1	0	0	8	8	0	1	0.658	0.912	0.857
422	38	1	12	EM	2	0	scene	real	13	1	0	0	10	9	1	0.9	0.725	0.911	0.875
460	48	1	13	EM	2	0	lexdec	real	18	0	0	0	15	14	1	0.933	0.831	0.913	0.875
508	50	1	14	EM	2	0	face	real	19	1	0	0	16	12	4	0.75	0.906	0.895	0.889
558	44	1	15	EM	2	0	face	real	16	1	0	0	13	13	0	1	0.87	0.904	0.9
