onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	34	6	1	WM	1	0	lexdec	real	11	0	0	0	9	9	0	1	0.697	1	0
54	38	6	2	WM	1	0	lexdec	real	13	0	0	0	11	10	1	0.909	0.68	0.95	0
92	48	6	3	WM	1	0	scene	real	18	0	1	0	16	9	7	0.562	0.873	0.778	0
140	44	6	4	WM	1	0	face	real	16	1	0	0	14	11	3	0.786	0.964	0.78	0.5
184	40	6	5	WM	1	0	scene	real	14	1	0	0	12	10	2	0.833	0.749	0.79	0.667
224	20	6	6	WM	1	0	lexdec	catch	4	0	0	0	2	0	2	0	0.548	0.766	0.667
244	32	6	7	WM	1	0	scene	real	10	1	0	0	8	7	1	0.875	0.753	0.778	0.75
276	36	6	8	WM	1	0	face	real	12	0	1	0	10	7	3	0.7	0.958	0.768	0.6
312	50	6	9	WM	1	0	face	real	19	1	0	1	17	12	5	0.706	0.944	0.758	0.667
362	28	6	10	WM	1	0	face	catch	8	1	0	0	6	6	0	1	0.929	0.771	0.714
390	54	6	11	WM	1	0	lexdec	real	21	0	0	0	19	13	6	0.684	0.75	0.758	0.714
444	46	6	12	WM	1	0	lexdec	real	17	0	0	0	15	15	0	1	0.83	0.784	0.714
490	18	6	13	WM	1	0	scene	catch	3	1	0	0	1	1	0	1	0.585	0.786	0.75
508	42	6	14	WM	1	0	face	real	15	1	0	0	13	10	3	0.769	0.97	0.784	0.778
550	52	6	15	WM	1	0	scene	real	20	1	0	0	18	14	4	0.778	0.816	0.784	0.8
