onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	42	2	1	WM	1	0	lexdec	real	15	0	0	0	13	11	2	0.846	1.044	0.846	0
62	26	2	2	WM	1	0	scene	catch	7	1	0	0	5	5	0	1	0.982	0.889	1
88	52	2	3	WM	1	0	scene	real	20	1	0	0	18	14	4	0.778	1.21	0.833	1
140	16	2	4	WM	1	0	face	catch	2	0	1	0	0	0	0	NaN	0.786	0.833	0.667
156	34	2	5	WM	1	0	face	real	11	0	1	1	9	5	4	0.556	1.066	0.778	0.5
190	44	2	6	WM	1	0	lexdec	real	16	0	0	0	14	13	1	0.929	1.086	0.814	0.5
234	24	2	7	WM	1	0	lexdec	catch	6	0	0	0	4	4	0	1	0.9	0.825	0.5
258	32	2	8	WM	1	0	scene	real	10	0	1	0	8	6	2	0.75	0.942	0.817	0.4
290	48	2	9	WM	1	0	scene	real	18	1	0	0	16	9	7	0.562	1.112	0.77	0.5
338	50	2	10	WM	1	0	lexdec	real	19	0	0	0	17	14	3	0.824	1.087	0.779	0.5
388	40	2	11	WM	1	0	scene	real	14	1	0	0	12	9	3	0.75	1.094	0.776	0.571
428	38	2	12	WM	1	0	face	real	13	1	0	0	11	6	5	0.545	0.856	0.756	0.625
466	54	2	13	WM	1	0	face	real	21	1	0	0	19	13	6	0.684	0.95	0.747	0.667
520	36	2	14	WM	1	0	lexdec	real	12	0	0	0	10	8	2	0.8	0.94	0.75	0.667
556	46	2	15	WM	1	0	face	real	17	0	1	0	15	10	5	0.667	1.193	0.743	0.6
