onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	54	1	1	EM	2	0	face	real	21	0	1	0	18	9	9	0.5	1.229	0.5	0
74	26	1	2	EM	2	0	lexdec	catch	7	0	0	0	4	4	0	1	0.845	0.591	0
100	48	1	3	EM	2	0	lexdec	real	18	0	0	0	15	11	4	0.733	1.138	0.649	0
148	52	1	4	EM	2	0	lexdec	real	20	0	0	0	17	14	3	0.824	1.11	0.704	0
200	34	1	5	EM	2	0	face	real	11	0	1	0	8	5	3	0.625	1.156	0.694	0
234	44	1	6	EM	2	0	scene	real	16	0	1	0	13	8	5	0.615	0.97	0.68	0
278	40	1	7	EM	2	0	lexdec	real	14	0	0	0	11	8	3	0.727	0.806	0.686	0
318	32	1	8	EM	2	0	lexdec	real	10	0	0	0	7	5	2	0.714	0.954	0.688	0
350	38	1	9	EM	2	0	face	real	13	1	0	0	10	5	5	0.5	1.042	0.67	0.25
388	46	1	10	EM	2	0	face	real	17	1	0	0	14	11	3	0.786	1.154	0.684	0.4
434	16	1	11	EM	2	0	face	catch	2	0	1	0	0	0	0	NaN	0	0.684	0.333
450	36	1	12	EM	2	0	scene	real	12	1	0	0	9	6	3	0.667	1.21	0.683	0.429
486	50	1	13	EM	2	0	scene	real	19	1	0	1	16	5	11	0.312	1.001	0.641	0.5
536	42	1	14	EM	2	0	scene	real	15	1	0	0	12	5	7	0.417	1.137	0.623	0.556
578	24	1	15	EM	2	0	scene	catch	6	1	0	0	3	3	0	1	0.531	0.631	0.6
