onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	54	6	1	WM	1	0	scene	real	21	0	1	0	19	12	7	0.632	1.136	0.632	0
74	18	6	2	WM	1	0	lexdec	catch	3	0	0	0	1	1	0	1	0.808	0.65	0
92	32	6	3	WM	1	0	lexdec	real	10	0	0	0	8	7	1	0.875	0.992	0.714	0
124	36	6	4	WM	1	0	face	real	12	0	1	0	10	7	3	0.7	0.959	0.711	0
160	48	6	5	WM	1	0	lexdec	real	18	0	0	0	16	13	3	0.812	1.041	0.741	0
208	38	6	6	WM	1	0	scene	real	13	1	0	0	11	7	4	0.636	0.983	0.723	0.333
246	42	6	7	WM	1	0	face	real	15	0	1	0	13	8	5	0.615	1.22	0.705	0.25
288	40	6	8	WM	1	0	lexdec	real	14	0	0	0	12	10	2	0.833	0.982	0.722	0.25
328	34	6	9	WM	1	0	scene	real	11	1	0	1	9	7	2	0.778	0.83	0.727	0.4
362	20	6	10	WM	1	0	face	catch	4	1	0	0	2	2	0	1	0.592	0.733	0.5
382	52	6	11	WM	1	0	lexdec	real	20	0	0	0	18	12	6	0.667	1.016	0.723	0.5
434	50	6	12	WM	1	0	face	real	19	0	1	0	17	16	1	0.941	0.898	0.75	0.429
484	46	6	13	WM	1	0	scene	real	17	0	1	0	15	12	3	0.8	1.082	0.755	0.375
530	44	6	14	WM	1	0	face	real	16	1	0	0	14	10	4	0.714	1.111	0.752	0.444
574	28	6	15	WM	1	0	scene	catch	8	1	0	0	6	4	2	0.667	0.834	0.749	0.5
