onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	32	4	1	WM	1	0	face	real	10	0	1	0	8	7	1	0.875	1.095	0.875	0
52	34	4	2	WM	1	0	lexdec	real	11	0	0	0	9	8	1	0.889	0.843	0.882	0
86	38	4	3	WM	1	0	lexdec	real	13	0	0	0	11	9	2	0.818	0.754	0.857	0
124	44	4	4	WM	1	0	scene	real	16	0	1	0	14	8	6	0.571	0.95	0.762	0
168	54	4	5	WM	1	0	lexdec	real	21	0	0	0	19	11	8	0.579	0.909	0.705	0
222	22	4	6	WM	1	0	lexdec	catch	5	0	0	0	3	0	3	0	0.315	0.672	0
244	42	4	7	WM	1	0	scene	real	15	0	1	0	13	11	2	0.846	0.963	0.701	0
286	52	4	8	WM	1	0	face	real	20	1	0	0	18	13	5	0.722	1.072	0.705	0.25
338	48	4	9	WM	1	0	face	real	18	1	0	0	16	11	5	0.688	1.059	0.703	0.4
386	14	4	10	WM	1	0	scene	catch	1	1	0	0	0	0	0	NaN	0	0.703	0.5
400	46	4	11	WM	1	0	lexdec	real	17	0	0	0	15	11	4	0.733	0.912	0.706	0.5
446	50	4	12	WM	1	0	scene	real	19	1	0	0	17	13	4	0.765	1.097	0.713	0.571
496	40	4	13	WM	1	0	face	real	14	0	1	0	12	8	4	0.667	1.154	0.71	0.5
536	30	4	14	WM	1	0	face	catch	9	0	1	0	7	5	2	0.714	1.017	0.71	0.444
566	36	4	15	WM	1	0	scene	real	12	1	0	0	10	7	3	0.7	0.979	0.709	0.5
