filename	acq_time	block	cond
func/sub-04_task-em_run-01_bold.nii.gz	16:37:22.865000	1	EM
func/sub-04_task-wm_run-01_bold.nii.gz	16:47:54.967500	2	WM
func/sub-04_task-em_run-02_bold.nii.gz	16:58:24.295000	3	EM
func/sub-04_task-wm_run-02_bold.nii.gz	17:08:55.332500	4	WM
func/sub-04_task-em_run-03_bold.nii.gz	17:19:28.425000	5	EM
func/sub-04_task-wm_run-03_bold.nii.gz	17:30:11.840000	6	WM
anat/sub-04_T1w.nii.gz	16:21:37.190000	N/A	N/A
