filename	acq_time	block	cond
func/sub-09_task-em_run-01_bold.nii.gz	17:50:45.260000	1	EM
func/sub-09_task-wm_run-01_bold.nii.gz	18:01:32.670000	2	WM
func/sub-09_task-em_run-02_bold.nii.gz	18:12:5.900000	3	EM
func/sub-09_task-wm_run-02_bold.nii.gz	18:23:43.945000	4	WM
func/sub-09_task-em_run-03_bold.nii.gz	18:34:24.827500	5	EM
func/sub-09_task-wm_run-03_bold.nii.gz	18:45:5.742500	6	WM
anat/sub-09_T1w.nii.gz	17:34:23.147500	N/A	N/A
