onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	42	4	1	EM	2	0	lexdec	real	15	0	0	0	12	7	5	0.583	0.836	0.583	0
62	46	4	2	EM	2	0	face	real	17	0	1	0	14	12	2	0.857	1.168	0.731	0
108	26	4	3	EM	2	0	lexdec	catch	7	0	0	0	4	1	3	0.25	0.723	0.667	0
134	52	4	4	EM	2	0	scene	real	20	0	1	0	17	8	9	0.471	0.901	0.596	0
186	34	4	5	EM	2	0	face	real	11	0	1	0	8	6	2	0.75	0.818	0.618	0
220	16	4	6	EM	2	0	face	catch	2	1	0	0	0	0	0	NaN	0.415	0.618	0.25
236	48	4	7	EM	2	0	scene	real	18	0	1	0	15	8	7	0.533	0.944	0.6	0.2
284	40	4	8	EM	2	0	scene	real	14	1	0	0	11	7	4	0.636	0.935	0.605	0.333
324	32	4	9	EM	2	0	scene	real	10	0	1	0	7	4	3	0.571	0.85	0.602	0.286
356	50	4	10	EM	2	0	lexdec	real	19	0	0	0	16	7	9	0.438	0.939	0.577	0.286
406	36	4	11	EM	2	0	lexdec	real	12	0	0	0	9	5	4	0.556	0.801	0.575	0.286
442	24	4	12	EM	2	0	scene	catch	6	0	1	0	3	2	1	0.667	0.913	0.578	0.25
466	44	4	13	EM	2	0	lexdec	real	16	0	0	0	13	12	1	0.923	1.13	0.612	0.25
510	38	4	14	EM	2	0	face	real	13	0	1	0	10	3	7	0.3	0.759	0.59	0.222
548	54	4	15	EM	2	0	face	real	21	0	1	0	18	7	11	0.389	0.698	0.567	0.2
