onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	46	1	1	WM	1	0	face	real	17	0	1	0	15	10	5	0.667	1.138	0.667	0
66	50	1	2	WM	1	0	lexdec	real	19	0	0	0	17	13	4	0.765	0.974	0.719	0
116	48	1	3	WM	1	0	scene	real	18	1	0	0	16	14	2	0.875	1.096	0.771	0.5
164	40	1	4	WM	1	0	scene	real	14	1	0	0	12	11	1	0.917	0.959	0.8	0.667
204	54	1	5	WM	1	0	face	real	21	0	1	0	19	15	4	0.789	1.029	0.797	0.5
258	44	1	6	WM	1	0	lexdec	real	16	0	0	0	14	10	4	0.714	0.912	0.785	0.5
302	38	1	7	WM	1	0	face	real	13	1	0	0	11	9	2	0.818	1.032	0.788	0.6
340	16	1	8	WM	1	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0.442	0.788	0.6
356	36	1	9	WM	1	0	lexdec	real	12	0	0	0	10	7	3	0.7	0.946	0.781	0.6
392	32	1	10	WM	1	0	scene	real	10	1	0	0	8	7	1	0.875	1.104	0.787	0.667
424	42	1	11	WM	1	0	lexdec	real	15	0	0	0	13	11	2	0.846	1.003	0.793	0.667
466	52	1	12	WM	1	0	scene	real	20	1	0	0	18	16	2	0.889	0.962	0.804	0.714
518	34	1	13	WM	1	0	face	real	11	0	1	0	9	7	2	0.778	0.948	0.802	0.625
552	26	1	14	WM	1	0	scene	catch	7	1	0	0	5	3	2	0.6	0.932	0.796	0.667
578	24	1	15	WM	1	0	face	catch	6	0	1	0	4	1	3	0.25	0.932	0.784	0.6
