onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	24	6	1	EM	2	0	scene	catch	6	0	1	0	3	3	0	1	0.709	1	0
44	34	6	2	EM	2	0	face	real	11	0	1	0	8	5	3	0.625	0.623	0.727	0
78	16	6	3	EM	2	0	face	catch	2	1	0	0	0	0	0	NaN	0	0.727	0.333
94	50	6	4	EM	2	0	scene	real	19	1	0	1	16	6	10	0.375	0.324	0.519	0.5
144	40	6	5	EM	2	0	lexdec	real	14	0	0	0	11	8	3	0.727	0.619	0.579	0.5
184	36	6	6	EM	2	0	scene	real	12	0	1	0	9	5	4	0.556	0.66	0.574	0.4
220	54	6	7	EM	2	0	face	real	21	1	0	1	18	12	6	0.667	0.866	0.6	0.5
274	52	6	8	EM	2	0	lexdec	real	20	0	0	0	17	11	6	0.647	0.94	0.61	0.5
326	32	6	9	EM	2	0	lexdec	real	10	0	0	0	7	6	1	0.857	0.947	0.629	0.5
358	38	6	10	EM	2	0	face	real	13	1	0	0	10	7	3	0.7	0.566	0.636	0.571
396	44	6	11	EM	2	0	scene	real	16	1	0	0	13	10	3	0.769	0.998	0.652	0.625
440	26	6	12	EM	2	0	lexdec	catch	7	0	0	0	4	3	1	0.75	0.94	0.655	0.625
466	42	6	13	EM	2	0	scene	real	15	0	1	0	12	10	2	0.833	0.99	0.672	0.556
508	48	6	14	EM	2	0	lexdec	real	18	0	0	0	15	11	4	0.733	0.939	0.678	0.556
556	46	6	15	EM	2	0	face	real	17	1	0	4	14	9	5	0.643	0.403	0.675	0.6
