onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	38	2	1	EM	2	0	scene	real	13	1	0	0	10	4	6	0.4	0.463	0.4	1
58	44	2	2	EM	2	0	lexdec	real	16	0	0	0	13	4	9	0.308	0.726	0.348	1
102	40	2	3	EM	2	0	face	real	14	1	0	0	11	6	5	0.545	0.502	0.412	1
142	22	2	4	EM	2	0	scene	catch	5	1	0	0	2	2	0	1	0.382	0.444	1
164	42	2	5	EM	2	0	lexdec	real	15	0	0	0	12	9	3	0.75	0.89	0.521	1
206	36	2	6	EM	2	0	lexdec	real	12	0	0	0	9	6	3	0.667	0.871	0.544	1
242	46	2	7	EM	2	0	scene	real	17	0	1	0	14	7	7	0.5	0.416	0.535	0.75
288	32	2	8	EM	2	0	face	real	10	1	0	0	7	4	3	0.571	0.641	0.538	0.8
320	50	2	9	EM	2	0	lexdec	real	19	0	0	0	16	7	9	0.438	0.583	0.521	0.8
370	34	2	10	EM	2	0	scene	real	11	1	0	0	8	6	2	0.75	0.775	0.539	0.833
404	54	2	11	EM	2	0	scene	real	21	1	0	0	18	10	8	0.556	0.897	0.542	0.857
458	30	2	12	EM	2	0	face	catch	9	0	1	0	6	3	3	0.5	0.689	0.54	0.75
488	14	2	13	EM	2	0	lexdec	catch	1	0	0	0	0	0	0	NaN	0	0.54	0.75
502	52	2	14	EM	2	0	face	real	20	0	1	3	17	8	9	0.471	0.581	0.531	0.667
554	48	2	15	EM	2	0	face	real	18	1	0	0	15	9	6	0.6	0.497	0.538	0.7
