onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	32	4	1	EM	2	0	scene	real	10	1	0	0	7	5	2	0.714	0.527	0.714	1
52	54	4	2	EM	2	0	lexdec	real	21	0	0	0	18	13	5	0.722	0.36	0.72	1
106	34	4	3	EM	2	0	lexdec	real	11	0	0	0	8	4	4	0.5	0.611	0.667	1
140	20	4	4	EM	2	0	scene	catch	4	1	0	0	1	1	0	1	0.497	0.676	1
160	50	4	5	EM	2	0	face	real	19	1	0	0	16	9	7	0.562	0.512	0.64	1
210	18	4	6	EM	2	0	face	catch	3	0	1	0	0	0	0	NaN	0.326	0.64	0.75
228	44	4	7	EM	2	0	face	real	16	1	0	1	13	6	7	0.462	0.355	0.603	0.8
272	46	4	8	EM	2	0	lexdec	real	17	0	0	0	14	7	7	0.5	0.862	0.584	0.8
318	38	4	9	EM	2	0	lexdec	real	13	0	0	0	10	7	3	0.7	0.796	0.598	0.8
356	40	4	10	EM	2	0	scene	real	14	1	0	0	11	7	4	0.636	0.832	0.602	0.833
396	48	4	11	EM	2	0	scene	real	18	1	0	0	15	10	5	0.667	0.971	0.611	0.857
444	42	4	12	EM	2	0	face	real	15	1	0	1	12	9	3	0.75	0.706	0.624	0.875
486	52	4	13	EM	2	0	scene	real	20	1	0	0	17	10	7	0.588	0.675	0.62	0.889
538	36	4	14	EM	2	0	face	real	12	1	0	0	9	8	1	0.889	0.781	0.636	0.9
574	28	4	15	EM	2	0	lexdec	catch	8	0	0	0	5	3	2	0.6	0.69	0.635	0.9
