onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	42	2	1	EM	2	0	scene	real	15	0	1	0	12	3	9	0.25	1.097	0.25	0
62	34	2	2	EM	2	0	lexdec	real	11	0	0	0	8	7	1	0.875	1.441	0.5	0
96	36	2	3	EM	2	0	scene	real	12	0	1	0	9	8	1	0.889	1.263	0.621	0
132	38	2	4	EM	2	0	lexdec	real	13	0	0	0	10	3	7	0.3	1.205	0.538	0
170	40	2	5	EM	2	0	face	real	14	0	1	0	11	7	4	0.636	1.301	0.56	0
210	54	2	6	EM	2	0	lexdec	real	21	0	0	0	18	10	8	0.556	1.174	0.559	0
264	32	2	7	EM	2	0	face	real	10	0	1	0	7	4	3	0.571	1.201	0.56	0
296	22	2	8	EM	2	0	scene	catch	5	1	0	0	2	2	0	1	1.137	0.571	0.2
318	44	2	9	EM	2	0	scene	real	16	0	1	0	13	6	7	0.462	1.229	0.556	0.167
362	30	2	10	EM	2	0	lexdec	catch	9	0	0	0	6	3	3	0.5	1.311	0.552	0.167
392	48	2	11	EM	2	0	face	real	18	0	1	0	15	7	8	0.467	1.227	0.541	0.143
440	46	2	12	EM	2	0	lexdec	real	17	0	0	0	14	7	7	0.5	1.17	0.536	0.143
486	52	2	13	EM	2	0	face	real	20	0	1	0	17	14	3	0.824	1.096	0.57	0.125
538	14	2	14	EM	2	0	face	catch	1	0	1	0	0	0	0	NaN	1.614	0.57	0.111
552	50	2	15	EM	2	0	scene	real	19	1	0	0	16	11	5	0.688	1.131	0.582	0.2
