onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	20	1	1	WM	1	0	lexdec	catch	4	0	0	0	2	1	1	0.5	0.637	0.5	0
40	38	1	2	WM	1	0	lexdec	real	13	0	0	0	11	11	0	1	1.06	0.923	0
78	18	1	3	WM	1	0	face	catch	3	1	0	0	1	1	0	1	0.794	0.929	1
96	32	1	4	WM	1	0	scene	real	10	1	0	0	8	7	1	0.875	0.929	0.909	1
128	48	1	5	WM	1	0	scene	real	18	1	0	1	16	15	1	0.938	1.049	0.921	1
176	44	1	6	WM	1	0	face	real	16	0	1	0	14	13	1	0.929	1.108	0.923	0.75
220	42	1	7	WM	1	0	face	real	15	0	1	1	13	10	3	0.769	1.114	0.892	0.6
262	46	1	8	WM	1	0	lexdec	real	17	0	0	0	15	11	4	0.733	1.081	0.863	0.6
308	52	1	9	WM	1	0	scene	real	20	0	1	0	18	15	3	0.833	1.246	0.857	0.5
360	36	1	10	WM	1	0	face	real	12	0	1	0	10	7	3	0.7	1.129	0.843	0.429
396	50	1	11	WM	1	0	face	real	19	0	1	1	17	11	6	0.647	1.139	0.816	0.375
446	54	1	12	WM	1	0	lexdec	real	21	0	0	0	19	14	5	0.737	1.231	0.806	0.375
500	28	1	13	WM	1	0	scene	catch	8	0	1	0	6	3	3	0.5	1.256	0.793	0.333
528	40	1	14	WM	1	0	scene	real	14	0	1	1	12	10	2	0.833	1.095	0.796	0.3
568	34	1	15	WM	1	0	lexdec	real	11	0	0	0	9	7	2	0.778	1.17	0.795	0.3
