onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	16	5	1	WM	1	0	face	catch	2	1	0	0	0	0	0	NaN	0	0	1
36	54	5	2	WM	1	0	face	real	21	1	0	0	19	14	5	0.737	1.097	0.737	1
90	36	5	3	WM	1	0	scene	real	12	1	0	0	10	9	1	0.9	0.824	0.793	1
126	46	5	4	WM	1	0	face	real	17	1	0	1	15	11	4	0.733	1.099	0.773	1
172	44	5	5	WM	1	0	scene	real	16	1	0	0	14	10	4	0.714	1.027	0.759	1
216	26	5	6	WM	1	0	lexdec	catch	7	0	0	0	5	5	0	1	0.791	0.778	1
242	34	5	7	WM	1	0	face	real	11	1	0	0	9	5	4	0.556	1.029	0.75	1
276	24	5	8	WM	1	0	scene	catch	6	0	1	0	4	3	1	0.75	0.818	0.75	0.857
300	50	5	9	WM	1	0	scene	real	19	1	0	0	17	15	2	0.882	0.911	0.774	0.875
350	40	5	10	WM	1	0	lexdec	real	14	0	0	0	12	11	1	0.917	0.84	0.79	0.875
390	38	5	11	WM	1	0	face	real	13	1	0	1	11	8	3	0.727	0.799	0.784	0.889
428	52	5	12	WM	1	0	lexdec	real	20	0	0	0	18	16	2	0.889	0.841	0.799	0.889
480	42	5	13	WM	1	0	scene	real	15	0	1	0	13	10	3	0.769	0.986	0.796	0.8
522	48	5	14	WM	1	0	lexdec	real	18	0	0	0	16	14	2	0.875	0.866	0.804	0.8
570	32	5	15	WM	1	0	lexdec	real	10	0	0	0	8	7	1	0.875	0.98	0.807	0.8
