filename	acq_time	block	cond
func/sub-23_task-em_run-01_bold.nii.gz	09:17:32.792500	1	EM
func/sub-23_task-wm_run-01_bold.nii.gz	09:28:9.230000	2	WM
func/sub-23_task-em_run-02_bold.nii.gz	09:38:44.812500	3	EM
func/sub-23_task-wm_run-02_bold.nii.gz	09:49:23.160000	4	WM
func/sub-23_task-em_run-03_bold.nii.gz	10:00:2.170000	5	EM
func/sub-23_task-wm_run-03_bold.nii.gz	10:10:34.375000	6	WM
anat/sub-23_T1w.nii.gz	08:59:52.142500	N/A	N/A
