filename	acq_time	block	cond
func/sub-21_task-em_run-01_bold.nii.gz	10:40:28.457500	1	EM
func/sub-21_task-wm_run-01_bold.nii.gz	10:51:48.285000	2	WM
func/sub-21_task-em_run-02_bold.nii.gz	11:03:0.165000	3	EM
func/sub-21_task-wm_run-02_bold.nii.gz	11:13:38.445000	4	WM
func/sub-21_task-em_run-03_bold.nii.gz	11:24:53.010000	5	EM
func/sub-21_task-wm_run-03_bold.nii.gz	11:35:35.562500	6	WM
anat/sub-21_T1w.nii.gz	10:22:3.162500	N/A	N/A
