filename	acq_time	block	cond
func/sub-22_task-wm_run-01_bold.nii.gz	09:02:32.375000	1	WM
func/sub-22_task-em_run-01_bold.nii.gz	09:13:10.357500	2	EM
func/sub-22_task-wm_run-02_bold.nii.gz	09:23:43.792500	3	WM
func/sub-22_task-em_run-02_bold.nii.gz	09:35:14.205000	4	EM
func/sub-22_task-wm_run-03_bold.nii.gz	09:45:49.160000	5	WM
func/sub-22_task-em_run-03_bold.nii.gz	09:56:18.222500	6	EM
anat/sub-22_T1w.nii.gz	08:48:52.322500	N/A	N/A
