onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	54	6	1	WM	1	0	face	real	21	1	0	1	19	15	4	0.789	1.132	0.789	1
74	32	6	2	WM	1	0	lexdec	real	10	0	0	0	8	6	2	0.75	1.117	0.778	1
106	38	6	3	WM	1	0	face	real	13	1	0	0	11	9	2	0.818	1.044	0.789	1
144	24	6	4	WM	1	0	face	catch	6	0	1	0	4	4	0	1	0.926	0.81	0.667
168	48	6	5	WM	1	0	lexdec	real	18	0	0	0	16	14	2	0.875	1.097	0.828	0.667
216	46	6	6	WM	1	0	face	real	17	1	0	0	15	13	2	0.867	1.235	0.836	0.75
262	44	6	7	WM	1	0	scene	real	16	1	0	0	14	11	3	0.786	1.009	0.828	0.8
306	36	6	8	WM	1	0	scene	real	12	1	0	0	10	7	3	0.7	0.822	0.814	0.833
342	42	6	9	WM	1	0	scene	real	15	0	1	0	13	11	2	0.846	1.046	0.818	0.714
384	34	6	10	WM	1	0	face	real	11	1	0	0	9	5	4	0.556	0.99	0.798	0.75
418	50	6	11	WM	1	0	scene	real	19	1	0	0	17	13	4	0.765	1.244	0.794	0.778
468	52	6	12	WM	1	0	lexdec	real	20	0	0	0	18	12	6	0.667	0.989	0.779	0.778
520	16	6	13	WM	1	0	scene	catch	2	0	1	0	0	0	0	NaN	0.571	0.779	0.7
536	26	6	14	WM	1	0	lexdec	catch	7	0	0	0	5	3	2	0.6	0.941	0.774	0.7
562	40	6	15	WM	1	0	lexdec	real	14	0	0	0	12	9	3	0.75	1.001	0.772	0.7
