onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	24	1	1	EM	2	0	lexdec	catch	6	0	0	0	3	0	3	0	0.524	0	0
44	44	1	2	EM	2	0	lexdec	real	16	0	0	0	13	9	4	0.692	1.134	0.562	0
88	16	1	3	EM	2	0	face	catch	2	1	0	0	0	0	0	NaN	0	0.562	1
104	34	1	4	EM	2	0	face	real	11	1	0	0	8	4	4	0.5	0.814	0.542	1
138	26	1	5	EM	2	0	scene	catch	7	0	1	0	4	2	2	0.5	0.967	0.536	0.667
164	54	1	6	EM	2	0	face	real	21	0	1	0	18	9	9	0.5	1.014	0.522	0.5
218	50	1	7	EM	2	0	lexdec	real	19	0	0	0	16	11	5	0.688	0.99	0.565	0.5
268	38	1	8	EM	2	0	face	real	13	0	1	0	10	4	6	0.4	0.891	0.542	0.4
306	36	1	9	EM	2	0	lexdec	real	12	0	0	0	9	5	4	0.556	1.038	0.543	0.4
342	42	1	10	EM	2	0	lexdec	real	15	0	0	0	12	6	6	0.5	1.014	0.538	0.4
384	52	1	11	EM	2	0	scene	real	20	0	1	0	17	13	4	0.765	1.227	0.573	0.333
436	32	1	12	EM	2	0	scene	real	10	1	0	0	7	6	1	0.857	0.984	0.59	0.429
468	46	1	13	EM	2	0	face	real	17	1	0	0	14	3	11	0.214	0.922	0.55	0.5
514	48	1	14	EM	2	0	scene	real	18	0	1	0	15	8	7	0.533	1.172	0.548	0.444
562	40	1	15	EM	2	0	scene	real	14	1	0	0	11	6	5	0.545	0.757	0.548	0.5
