onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	34	3	1	EM	2	0	lexdec	real	11	0	0	0	8	2	6	0.25	0.753	0.25	0
54	38	3	2	EM	2	0	lexdec	real	13	0	0	0	10	6	4	0.6	1.032	0.444	0
92	22	3	3	EM	2	0	face	catch	5	0	1	0	2	2	0	1	1.148	0.5	0
114	36	3	4	EM	2	0	scene	real	12	0	1	0	9	5	4	0.556	1.177	0.517	0
150	54	3	5	EM	2	0	lexdec	real	21	0	0	0	18	9	9	0.5	1.05	0.511	0
204	14	3	6	EM	2	0	scene	catch	1	1	0	0	0	0	0	NaN	0	0.511	0.333
218	52	3	7	EM	2	0	face	real	20	1	0	0	17	8	9	0.471	1.045	0.5	0.5
270	30	3	8	EM	2	0	lexdec	catch	9	0	0	0	6	5	1	0.833	1.048	0.529	0.5
300	46	3	9	EM	2	0	lexdec	real	17	0	0	0	14	11	3	0.786	1.115	0.571	0.5
346	48	3	10	EM	2	0	face	real	18	0	1	0	15	8	7	0.533	1.268	0.566	0.4
394	44	3	11	EM	2	0	scene	real	16	1	0	0	13	9	4	0.692	0.984	0.58	0.5
438	32	3	12	EM	2	0	face	real	10	1	0	0	7	4	3	0.571	0.915	0.58	0.571
470	40	3	13	EM	2	0	face	real	14	0	1	0	11	5	6	0.455	1.117	0.569	0.5
510	42	3	14	EM	2	0	scene	real	15	0	1	0	12	9	3	0.75	0.796	0.585	0.444
552	50	3	15	EM	2	0	scene	real	19	0	1	0	16	9	7	0.562	1.038	0.582	0.4
