onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	36	4	1	EM	2	0	face	real	12	0	1	0	9	8	1	0.889	0.983	0.889	0
56	44	4	2	EM	2	0	face	real	16	0	1	0	13	13	0	1	0.893	0.955	0
100	40	4	3	EM	2	0	lexdec	real	14	0	0	0	11	6	5	0.545	0.847	0.818	0
140	52	4	4	EM	2	0	lexdec	real	20	0	0	0	17	16	1	0.941	0.944	0.86	0
192	50	4	5	EM	2	0	face	real	19	1	0	0	16	13	3	0.812	1.092	0.848	0.333
242	54	4	6	EM	2	0	scene	real	21	0	1	0	18	15	3	0.833	1.049	0.845	0.25
296	42	4	7	EM	2	0	face	real	15	1	0	0	12	10	2	0.833	0.989	0.844	0.4
338	28	4	8	EM	2	0	face	catch	8	0	1	0	5	3	2	0.6	0.773	0.832	0.333
366	34	4	9	EM	2	0	scene	real	11	1	0	0	8	5	3	0.625	0.886	0.817	0.429
400	18	4	10	EM	2	0	scene	catch	3	0	1	0	0	0	0	NaN	0.445	0.817	0.375
418	48	4	11	EM	2	0	lexdec	real	18	0	0	0	15	15	0	1	0.921	0.839	0.375
466	46	4	12	EM	2	0	scene	real	17	1	0	0	14	13	1	0.929	0.869	0.848	0.444
512	20	4	13	EM	2	0	lexdec	catch	4	0	0	0	1	1	0	1	0.545	0.849	0.444
532	38	4	14	EM	2	0	scene	real	13	1	0	0	10	8	2	0.8	0.897	0.846	0.5
570	32	4	15	EM	2	0	lexdec	real	10	0	0	0	7	7	0	1	0.773	0.853	0.5
