onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	18	1	1	WM	1	0	scene	catch	3	0	1	0	1	1	0	1	0.781	1	0
38	54	1	2	WM	1	0	lexdec	real	21	0	0	0	19	14	5	0.737	1.028	0.75	0
92	50	1	3	WM	1	0	face	real	19	1	0	0	17	14	3	0.824	1.187	0.784	0.5
142	32	1	4	WM	1	0	scene	real	10	1	0	0	8	6	2	0.75	0.884	0.778	0.667
174	52	1	5	WM	1	0	scene	real	20	0	1	0	18	14	4	0.778	1.168	0.778	0.5
226	40	1	6	WM	1	0	scene	real	14	0	1	0	12	8	4	0.667	0.995	0.76	0.4
266	20	1	7	WM	1	0	lexdec	catch	4	0	0	0	2	2	0	1	0.645	0.766	0.4
286	42	1	8	WM	1	0	face	real	15	1	0	0	13	11	2	0.846	1.039	0.778	0.5
328	28	1	9	WM	1	0	face	catch	8	1	0	0	6	5	1	0.833	1.246	0.781	0.571
356	34	1	10	WM	1	0	lexdec	real	11	0	0	0	9	8	1	0.889	0.868	0.79	0.571
390	44	1	11	WM	1	0	face	real	16	0	1	0	14	10	4	0.714	0.88	0.782	0.5
434	36	1	12	WM	1	0	face	real	12	0	1	0	10	9	1	0.9	1.118	0.791	0.444
470	38	1	13	WM	1	0	lexdec	real	13	0	0	0	11	11	0	1	1.014	0.807	0.444
508	48	1	14	WM	1	0	scene	real	18	1	0	0	16	13	3	0.812	0.901	0.808	0.5
556	46	1	15	WM	1	0	lexdec	real	17	0	0	0	15	13	2	0.867	0.959	0.813	0.5
