onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	40	5	1	WM	1	0	lexdec	real	14	0	0	0	12	12	0	1	0.77	1	0
60	38	5	2	WM	1	0	face	real	13	1	0	0	11	9	2	0.818	0.934	0.913	1
98	46	5	3	WM	1	0	face	real	17	1	0	0	15	14	1	0.933	0.796	0.921	1
144	26	5	4	WM	1	0	lexdec	catch	7	0	0	0	5	5	0	1	0.834	0.93	1
170	16	5	5	WM	1	0	scene	catch	2	0	1	0	0	0	0	NaN	0.375	0.93	0.667
186	50	5	6	WM	1	0	scene	real	19	1	0	0	17	16	1	0.941	0.857	0.933	0.75
236	24	5	7	WM	1	0	face	catch	6	1	0	0	4	4	0	1	0.836	0.938	0.8
260	34	5	8	WM	1	0	face	real	11	1	0	0	9	8	1	0.889	0.917	0.932	0.833
294	44	5	9	WM	1	0	scene	real	16	1	0	0	14	13	1	0.929	0.866	0.931	0.857
338	48	5	10	WM	1	0	lexdec	real	18	0	0	0	16	15	1	0.938	0.874	0.932	0.857
386	42	5	11	WM	1	0	scene	real	15	1	0	0	13	12	1	0.923	0.821	0.931	0.875
428	32	5	12	WM	1	0	lexdec	real	10	0	0	0	8	7	1	0.875	0.744	0.927	0.875
460	52	5	13	WM	1	0	lexdec	real	20	0	0	0	18	14	4	0.778	1.012	0.908	0.875
512	36	5	14	WM	1	0	scene	real	12	1	0	1	10	8	2	0.8	0.822	0.901	0.889
548	54	5	15	WM	1	0	face	real	21	1	0	1	19	17	2	0.895	1.099	0.901	0.9
