onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	52	6	1	EM	2	0	face	real	20	0	1	0	17	14	3	0.824	0.953	0.824	0
72	50	6	2	EM	2	0	scene	real	19	1	0	0	16	13	3	0.812	1.09	0.818	0.5
122	22	6	3	EM	2	0	face	catch	5	0	1	0	2	1	1	0.5	0.731	0.8	0.333
144	44	6	4	EM	2	0	scene	real	16	1	0	0	13	9	4	0.692	0.769	0.771	0.5
188	40	6	5	EM	2	0	face	real	14	1	0	0	11	8	3	0.727	0.888	0.763	0.6
228	14	6	6	EM	2	0	scene	catch	1	1	0	0	0	0	0	NaN	0	0.763	0.667
242	54	6	7	EM	2	0	lexdec	real	21	0	0	0	18	9	9	0.5	1.06	0.701	0.667
296	38	6	8	EM	2	0	lexdec	real	13	0	0	0	10	8	2	0.8	0.819	0.713	0.667
334	32	6	9	EM	2	0	face	real	10	1	0	0	7	6	1	0.857	0.806	0.723	0.714
366	34	6	10	EM	2	0	lexdec	real	11	0	0	0	8	7	1	0.875	0.796	0.735	0.714
400	46	6	11	EM	2	0	lexdec	real	17	0	0	0	14	10	4	0.714	1.105	0.733	0.714
446	36	6	12	EM	2	0	scene	real	12	1	0	0	9	9	0	1	0.843	0.752	0.75
482	42	6	13	EM	2	0	scene	real	15	1	0	0	12	8	4	0.667	0.957	0.745	0.778
524	48	6	14	EM	2	0	face	real	18	1	0	0	15	12	3	0.8	0.85	0.75	0.8
572	30	6	15	EM	2	0	lexdec	catch	9	0	0	0	6	3	3	0.5	0.813	0.741	0.8
