onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	44	4	1	WM	1	0	lexdec	real	16	0	0	0	14	13	1	0.929	0.942	0.929	0
63.9	38	4	2	WM	1	0	face	real	13	1	0	0	11	8	3	0.727	0.97	0.84	1
101.9	24	4	3	WM	1	0	face	catch	6	1	0	0	4	4	0	1	0.828	0.862	1
125.9	40	4	4	WM	1	0	scene	real	14	1	0	0	12	10	2	0.833	1.02	0.854	1
166	52	4	5	WM	1	0	scene	real	20	0	1	0	18	12	6	0.667	1.012	0.797	0.75
217.9	36	4	6	WM	1	0	lexdec	real	12	0	0	0	10	7	3	0.7	0.956	0.783	0.75
253.9	42	4	7	WM	1	0	lexdec	real	15	0	0	0	13	9	4	0.692	0.957	0.768	0.75
295.9	54	4	8	WM	1	0	face	real	21	0	1	0	19	12	7	0.632	0.995	0.743	0.6
349.9	16	4	9	WM	1	0	lexdec	catch	2	0	0	0	0	0	0	NaN	0.531	0.743	0.6
365.9	26	4	10	WM	1	0	scene	catch	7	1	0	0	5	5	0	1	0.859	0.755	0.667
391.9	46	4	11	WM	1	0	face	real	17	1	0	0	15	11	4	0.733	1.227	0.752	0.714
437.9	32	4	12	WM	1	0	scene	real	10	1	0	0	8	7	1	0.875	1.238	0.76	0.75
469.9	50	4	13	WM	1	0	lexdec	real	19	0	0	0	17	16	1	0.941	0.997	0.781	0.75
519.9	34	4	14	WM	1	0	face	real	11	1	0	0	9	7	2	0.778	1.02	0.781	0.778
553.9	48	4	15	WM	1	0	scene	real	18	1	0	0	16	14	2	0.875	1.051	0.789	0.8
