onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	44	5	1	WM	1	0	face	real	16	0	1	0	14	13	1	0.929	1.033	0.929	0
64	42	5	2	WM	1	0	face	real	15	0	1	1	13	8	5	0.615	0.948	0.778	0
106	52	5	3	WM	1	0	scene	real	20	0	1	0	18	14	4	0.778	1.019	0.778	0
158	40	5	4	WM	1	0	scene	real	14	1	0	0	12	12	0	1	0.936	0.825	0.25
198	34	5	5	WM	1	0	lexdec	real	11	0	0	0	9	8	1	0.889	1.026	0.833	0.25
232	46	5	6	WM	1	0	lexdec	real	17	0	0	0	15	13	2	0.867	0.895	0.84	0.25
278	28	5	7	WM	1	0	face	catch	8	1	0	0	6	5	1	0.833	0.734	0.839	0.4
306	54	5	8	WM	1	0	lexdec	real	21	0	0	0	19	16	3	0.842	0.982	0.84	0.4
360	38	5	9	WM	1	0	lexdec	real	13	0	0	0	11	9	2	0.818	0.981	0.838	0.4
398	50	5	10	WM	1	0	face	real	19	0	1	1	17	10	7	0.588	0.905	0.806	0.333
448	18	5	11	WM	1	0	lexdec	catch	3	0	0	0	1	1	0	1	0.79	0.807	0.333
466	32	5	12	WM	1	0	scene	real	10	1	0	0	8	8	0	1	0.792	0.818	0.429
498	20	5	13	WM	1	0	scene	catch	4	1	0	0	2	2	0	1	0.479	0.821	0.5
518	48	5	14	WM	1	0	scene	real	18	1	0	1	16	15	1	0.938	0.919	0.832	0.556
566	36	5	15	WM	1	0	face	real	12	0	1	0	10	8	2	0.8	0.942	0.83	0.5
