onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	46	1	1	WM	1	0	scene	real	17	1	0	0	15	9	6	0.6	0.944	0.6	1
66	34	1	2	WM	1	0	scene	real	11	1	0	0	9	8	1	0.889	0.906	0.708	1
100	32	1	3	WM	1	0	face	real	10	0	1	1	8	2	6	0.25	0.695	0.594	0.667
132	54	1	4	WM	1	0	scene	real	21	0	1	0	19	16	3	0.842	1.022	0.686	0.5
186	50	1	5	WM	1	0	lexdec	real	19	0	0	0	17	13	4	0.765	1.084	0.706	0.5
236	52	1	6	WM	1	0	face	real	20	1	0	1	18	14	4	0.778	1.102	0.721	0.6
288	40	1	7	WM	1	0	face	real	14	1	0	0	12	10	2	0.833	1.05	0.735	0.667
328	42	1	8	WM	1	0	lexdec	real	15	0	0	0	13	8	5	0.615	1.085	0.721	0.667
370	36	1	9	WM	1	0	lexdec	real	12	0	0	0	10	8	2	0.8	0.966	0.727	0.667
406	30	1	10	WM	1	0	lexdec	catch	9	0	0	0	7	4	3	0.571	0.883	0.719	0.667
436	14	1	11	WM	1	0	face	catch	1	0	1	0	0	0	0	NaN	1.412	0.719	0.571
450	44	1	12	WM	1	0	lexdec	real	16	0	0	0	14	10	4	0.714	1.214	0.718	0.571
494	48	1	13	WM	1	0	face	real	18	0	1	0	16	12	4	0.75	1.148	0.722	0.5
542	22	1	14	WM	1	0	scene	catch	5	1	0	0	3	1	2	0.333	0.702	0.714	0.556
564	38	1	15	WM	1	0	scene	real	13	1	0	0	11	7	4	0.636	0.889	0.709	0.6
