onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	22	1	1	EM	2	0	face	catch	5	0	1	0	2	2	0	1	0.528	1	0
42	50	1	2	EM	2	0	scene	real	19	1	0	0	16	8	8	0.5	0.635	0.556	0.5
92	32	1	3	EM	2	0	face	real	10	0	1	0	7	5	2	0.714	1.05	0.6	0.333
124	44	1	4	EM	2	0	scene	real	16	0	1	0	13	7	6	0.538	0.827	0.579	0.25
168	52	1	5	EM	2	0	face	real	20	0	1	0	17	14	3	0.824	0.873	0.655	0.2
220	40	1	6	EM	2	0	face	real	14	0	1	0	11	5	6	0.455	0.651	0.621	0.167
260	54	1	7	EM	2	0	lexdec	real	21	0	0	0	18	14	4	0.778	1.055	0.655	0.167
314	42	1	8	EM	2	0	scene	real	15	1	0	0	12	7	5	0.583	1.027	0.646	0.286
356	46	1	9	EM	2	0	lexdec	real	17	0	0	0	14	7	7	0.5	0.547	0.627	0.286
402	34	1	10	EM	2	0	lexdec	real	11	0	0	0	8	5	3	0.625	0.333	0.627	0.286
436	48	1	11	EM	2	0	face	real	18	0	1	0	15	8	7	0.533	0.573	0.617	0.25
484	36	1	12	EM	2	0	scene	real	12	0	1	0	9	2	7	0.222	0.639	0.592	0.222
520	38	1	13	EM	2	0	lexdec	real	13	0	0	0	10	3	7	0.3	0.447	0.572	0.222
558	30	1	14	EM	2	0	lexdec	catch	9	0	0	0	6	4	2	0.667	0.69	0.576	0.222
588	14	1	15	EM	2	0	scene	catch	1	1	0	0	0	0	0	NaN	0	0.576	0.3
