onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	42	6	1	WM	1	0	face	real	15	0	1	0	13	10	3	0.769	0.656	0.769	0
62	32	6	2	WM	1	0	scene	real	10	1	0	0	8	7	1	0.875	0.882	0.81	0.5
94	20	6	3	WM	1	0	scene	catch	4	1	0	0	2	2	0	1	0.854	0.826	0.667
114	52	6	4	WM	1	0	scene	real	20	1	0	0	18	13	5	0.722	1.02	0.78	0.75
166	54	6	5	WM	1	0	lexdec	real	21	0	0	0	19	10	9	0.526	0.974	0.7	0.75
220	18	6	6	WM	1	0	face	catch	3	0	1	0	1	0	1	0	1.063	0.689	0.6
238	44	6	7	WM	1	0	face	real	16	0	1	0	14	9	5	0.643	0.615	0.68	0.5
282	48	6	8	WM	1	0	scene	real	18	1	0	0	16	12	4	0.75	0.921	0.692	0.571
330	28	6	9	WM	1	0	lexdec	catch	8	0	0	0	6	3	3	0.5	0.865	0.68	0.571
358	50	6	10	WM	1	0	face	real	19	0	1	0	17	6	11	0.353	0.888	0.632	0.5
408	40	6	11	WM	1	0	scene	real	14	0	1	0	12	2	10	0.167	0.285	0.587	0.444
448	36	6	12	WM	1	0	face	real	12	0	1	0	10	4	6	0.4	0.602	0.574	0.4
484	38	6	13	WM	1	0	lexdec	real	13	0	0	0	11	6	5	0.545	0.631	0.571	0.4
522	46	6	14	WM	1	0	lexdec	real	17	0	0	0	15	11	4	0.733	0.748	0.586	0.4
568	34	6	15	WM	1	0	lexdec	real	11	0	0	0	9	7	2	0.778	0.688	0.596	0.4
