onset	duration	block	trial	cond	nBack	delay	categ	type	nprobes	pm_hit	pm_miss	npm_fa	nld_tot	nld_hit	nld_mis	ld_acc	m_ldrt	b_ldacc	b_pmacc
20	50	4	1	WM	1	0	scene	real	19	1	0	0	17	9	8	0.529	0.831	0.529	1
70	16	4	2	WM	1	0	face	catch	2	0	1	0	0	0	0	NaN	1.12	0.529	0.5
86	38	4	3	WM	1	0	face	real	13	0	1	0	11	10	1	0.909	0.775	0.679	0.333
124	36	4	4	WM	1	0	scene	real	12	0	1	0	10	6	4	0.6	1.113	0.658	0.25
160	48	4	5	WM	1	0	lexdec	real	18	0	0	0	16	13	3	0.812	0.985	0.704	0.25
208	24	4	6	WM	1	0	lexdec	catch	6	0	0	0	4	1	3	0.25	0.761	0.672	0.25
232	40	4	7	WM	1	0	lexdec	real	14	0	0	0	12	11	1	0.917	0.855	0.714	0.25
272	54	4	8	WM	1	0	face	real	21	1	0	2	19	16	3	0.842	1.072	0.742	0.4
326	46	4	9	WM	1	0	face	real	17	1	0	0	15	15	0	1	1.103	0.779	0.5
372	52	4	10	WM	1	0	lexdec	real	20	0	0	0	18	14	4	0.778	0.906	0.779	0.5
424	44	4	11	WM	1	0	scene	real	16	0	1	0	14	8	6	0.571	0.947	0.757	0.429
468	26	4	12	WM	1	0	scene	catch	7	0	1	0	5	2	3	0.4	0.522	0.745	0.375
494	32	4	13	WM	1	0	lexdec	real	10	0	0	0	8	7	1	0.875	0.765	0.752	0.375
526	42	4	14	WM	1	0	scene	real	15	1	0	0	13	10	3	0.769	1.036	0.753	0.444
568	34	4	15	WM	1	0	face	real	11	0	1	0	9	4	5	0.444	1.007	0.737	0.4
